Frase,Sentimiento,Etiqueta
en general la experiencia fue rápido y eficiente,Positivo,0
en general el producto fue recomendable,Positivo,0
lamentablemente la experiencia fue mal ejecutado,Negativo,1
la atención estuvo penca,Negativo,1
en general el trámite fue muy conforme,Positivo,0
lamentablemente el proceso fue mal ejecutado,Negativo,1
la plataforma estuvo callampa,Negativo,1
el servicio fue ineficiente,Negativo,1
el servicio estuvo sin problemas,Positivo,0
el proceso fue no recomendable,Negativo,1
en general el trámite fue joya,Positivo,0
el proceso estuvo muy malo,Negativo,1
mi opinión es que el servicio fue impecable,Positivo,0
la plataforma fue fome,Negativo,1
lamentablemente el servicio fue deficiente,Negativo,1
el producto estuvo me dejó molesto,Negativo,1
el sistema estuvo muy malo,Negativo,1
el proceso fue vale la pena,Positivo,0
la verdad el servicio fue funcionó perfecto,Positivo,0
la aplicación estuvo mal ejecutado,Negativo,1
en general la compra fue funcionó perfecto,Positivo,0
la aplicación estuvo charcha,Negativo,1
mi experiencia con el trámite fue frustrante,Negativo,1
mi opinión es que la aplicación fue bkn,Positivo,0
la verdad el proceso fue perfecto,Positivo,0
mi opinión es que el sistema fue sin problemas,Positivo,0
la verdad el trámite fue filete,Positivo,0
en general el servicio fue filete,Positivo,0
en general la aplicación fue genial,Positivo,0
el trámite fue horrible,Negativo,1
la experiencia fue seco,Positivo,0
la verdad el producto fue impecable,Positivo,0
la plataforma estuvo desastroso,Negativo,1
el servicio estuvo me dejó molesto,Negativo,1
mi opinión es que la plataforma fue genial,Positivo,0
el servicio estuvo de pana,Positivo,0
en general la plataforma fue bien logrado,Positivo,0
la compra estuvo rápido y eficiente,Positivo,0
en general el sistema fue charcha,Negativo,1
mi opinión es que la atención fue sin problemas,Positivo,0
en general el sistema fue deficiente,Negativo,1
mi opinión es que el proceso fue seco,Positivo,0
la experiencia estuvo rápido y eficiente,Positivo,0
el sistema fue muy bueno,Positivo,0
la aplicación estuvo sin problemas,Positivo,0
el sistema fue impresentable,Negativo,1
la experiencia estuvo super bueno,Positivo,0
en general la atención fue pulento,Positivo,0
el sistema fue mal ejecutado,Negativo,1
en general la aplicación fue me dejó contento,Positivo,0
la verdad el trámite fue bien logrado,Positivo,0
la compra estuvo super bueno,Positivo,0
en general la aplicación fue perfecto,Positivo,0
la atención fue de pana,Positivo,0
la compra estuvo callampa,Negativo,1
el trámite fue funciona mal,Negativo,1
en general la aplicación fue bacán,Positivo,0
en general el sistema fue mal ejecutado,Negativo,1
lamentablemente el trámite fue mal ejecutado,Negativo,1
mi experiencia con el sistema fue mal atendido,Negativo,1
en general la compra fue impresentable,Negativo,1
lamentablemente la aplicación fue no cumple,Negativo,1
la verdad el proceso fue rápido y eficiente,Positivo,0
lamentablemente el producto fue penca,Negativo,1
la aplicación fue mal atendido,Negativo,1
mi experiencia con la atención fue callampa,Negativo,1
la aplicación estuvo no cumple,Negativo,1
mi experiencia con la aplicación fue deficiente,Negativo,1
la plataforma fue me dejó molesto,Negativo,1
lamentablemente la compra fue pura pérdida de tiempo,Negativo,1
la verdad la compra fue muy bueno,Positivo,0
en general la compra fue pura pérdida de tiempo,Negativo,1
la experiencia estuvo bien logrado,Positivo,0
en general el trámite fue impresentable,Negativo,1
en general el proceso fue mal atendido,Negativo,1
mi experiencia con la atención fue horrible,Negativo,1
el producto fue la raja,Positivo,0
la experiencia fue impresentable,Negativo,1
lamentablemente el trámite fue mal atendido,Negativo,1
la verdad la atención fue cumple totalmente,Positivo,0
lamentablemente la experiencia fue muy mala experiencia,Negativo,1
la compra estuvo muy bueno,Positivo,0
la compra estuvo mal atendido,Negativo,1
en general la experiencia fue muy bueno,Positivo,0
en general el proceso fue ineficiente,Negativo,1
en general la experiencia fue malísimo,Negativo,1
lamentablemente el servicio fue impresentable,Negativo,1
la verdad la compra fue super bueno,Positivo,0
la plataforma fue seco,Positivo,0
la compra fue muy bueno,Positivo,0
la experiencia fue vale la pena,Positivo,0
el sistema estuvo recomendable,Positivo,0
lamentablemente la plataforma fue impresentable,Negativo,1
mi opinión es que el trámite fue perfecto,Positivo,0
en general la compra fue me dejó contento,Positivo,0
en general la plataforma fue no cumple,Negativo,1
lamentablemente la atención fue no cumple,Negativo,1
mi experiencia con la compra fue malísimo,Negativo,1
la verdad el trámite fue muy bueno,Positivo,0
la verdad el trámite fue joya,Positivo,0
el servicio fue frustrante,Negativo,1
la experiencia estuvo malísimo,Negativo,1
en general la aplicación fue impecable,Positivo,0
mi experiencia con el sistema fue ineficiente,Negativo,1
la verdad la aplicación fue la raja,Positivo,0
la atención estuvo pésimo,Negativo,1
en general el producto fue impresentable,Negativo,1
el trámite estuvo frustrante,Negativo,1
mi experiencia con el sistema fue fome,Negativo,1
la atención estuvo bacán,Positivo,0
en general la compra fue la raja,Positivo,0
en general el trámite fue pésimo,Negativo,1
lamentablemente el servicio fue mal atendido,Negativo,1
en general la aplicación fue bkn,Positivo,0
la experiencia fue me dejó contento,Positivo,0
la verdad la aplicación fue bacán,Positivo,0
en general la plataforma fue notable,Positivo,0
en general el trámite fue rápido y eficiente,Positivo,0
la atención estuvo pura pérdida de tiempo,Negativo,1
mi opinión es que la compra fue me dejó contento,Positivo,0
la verdad el proceso fue me dejó contento,Positivo,0
el trámite estuvo muy mala experiencia,Negativo,1
la atención fue filete,Positivo,0
en general la atención fue super bueno,Positivo,0
mi experiencia con el trámite fue desastroso,Negativo,1
en general el producto fue pésimo,Negativo,1
mi experiencia con la compra fue mal ejecutado,Negativo,1
el producto fue decepcionante,Negativo,1
mi experiencia con la atención fue decepcionante,Negativo,1
en general el servicio fue pulento,Positivo,0
la plataforma estuvo sin problemas,Positivo,0
en general el proceso fue de pana,Positivo,0
en general el producto fue lento,Negativo,1
el trámite estuvo vale la pena,Positivo,0
la atención estuvo nefasto,Negativo,1
el servicio fue la raja,Positivo,0
el producto fue pura pérdida de tiempo,Negativo,1
la aplicación estuvo me dejó molesto,Negativo,1
mi experiencia con la aplicación fue frustrante,Negativo,1
el servicio fue no recomendable,Negativo,1
mi opinión es que el trámite fue bacán,Positivo,0
la plataforma estuvo bacán,Positivo,0
mi experiencia con el producto fue no cumple,Negativo,1
mi experiencia con la atención fue mal ejecutado,Negativo,1
mi opinión es que la atención fue bacán,Positivo,0
la verdad el trámite fue super bueno,Positivo,0
la verdad la experiencia fue perfecto,Positivo,0
la compra estuvo una lata,Negativo,1
mi experiencia con la atención fue frustrante,Negativo,1
en general el servicio fue una lata,Negativo,1
el proceso estuvo desastroso,Negativo,1
mi opinión es que el servicio fue la raja,Positivo,0
el trámite estuvo desastroso,Negativo,1
la atención fue super bueno,Positivo,0
en general la experiencia fue muy mala experiencia,Negativo,1
lamentablemente la plataforma fue ineficiente,Negativo,1
en general el proceso fue notable,Positivo,0
el producto fue pésimo,Negativo,1
la experiencia estuvo ineficiente,Negativo,1
mi opinión es que el trámite fue funcionó perfecto,Positivo,0
el sistema estuvo filete,Positivo,0
en general el sistema fue bien logrado,Positivo,0
la atención fue perfecto,Positivo,0
lamentablemente el servicio fue pésimo,Negativo,1
la verdad la experiencia fue seco,Positivo,0
la compra fue rápido y eficiente,Positivo,0
la aplicación fue no cumple,Negativo,1
en general el sistema fue no cumple,Negativo,1
el proceso estuvo penca,Negativo,1
la aplicación fue vale la pena,Positivo,0
lamentablemente la experiencia fue frustrante,Negativo,1
mi opinión es que el sistema fue excelente,Positivo,0
la atención estuvo de pana,Positivo,0
mi opinión es que el producto fue genial,Positivo,0
en general la compra fue excelente,Positivo,0
el producto estuvo callampa,Negativo,1
en general el producto fue todo bien,Positivo,0
la experiencia fue me dejó molesto,Negativo,1
en general la aplicación fue callampa,Negativo,1
la atención estuvo mal atendido,Negativo,1
la verdad el sistema fue impecable,Positivo,0
en general el proceso fue rápido y eficiente,Positivo,0
el producto fue filete,Positivo,0
la verdad el sistema fue rápido y eficiente,Positivo,0
mi experiencia con la aplicación fue ineficiente,Negativo,1
lamentablemente la aplicación fue pura pérdida de tiempo,Negativo,1
la aplicación estuvo callampa,Negativo,1
el trámite fue perfecto,Positivo,0
el proceso fue funciona mal,Negativo,1
la aplicación estuvo bkn,Positivo,0
la verdad el proceso fue vale la pena,Positivo,0
mi experiencia con el trámite fue lento,Negativo,1
mi opinión es que la plataforma fue seco,Positivo,0
lamentablemente el proceso fue nefasto,Negativo,1
en general la atención fue filete,Positivo,0
en general la compra fue desastroso,Negativo,1
el sistema fue decepcionante,Negativo,1
el producto estuvo excelente,Positivo,0
mi opinión es que el trámite fue excelente,Positivo,0
el sistema fue cumple totalmente,Positivo,0
mi experiencia con el servicio fue no recomendable,Negativo,1
la experiencia fue excelente,Positivo,0
el producto estuvo joya,Positivo,0
la verdad el servicio fue sin problemas,Positivo,0
el trámite fue deficiente,Negativo,1
en general el proceso fue impresentable,Negativo,1
la atención estuvo bkn,Positivo,0
mi experiencia con la experiencia fue frustrante,Negativo,1
lamentablemente la experiencia fue ineficiente,Negativo,1
mi experiencia con el sistema fue decepcionante,Negativo,1
lamentablemente la atención fue pésimo,Negativo,1
lamentablemente el trámite fue muy malo,Negativo,1
lamentablemente la compra fue horrible,Negativo,1
el trámite estuvo fome,Negativo,1
mi opinión es que la plataforma fue bien logrado,Positivo,0
en general el servicio fue ineficiente,Negativo,1
lamentablemente el sistema fue callampa,Negativo,1
mi opinión es que la experiencia fue filete,Positivo,0
el sistema fue una lata,Negativo,1
lamentablemente el trámite fue no recomendable,Negativo,1
lamentablemente el servicio fue muy mala experiencia,Negativo,1
en general la compra fue genial,Positivo,0
la experiencia fue funciona mal,Negativo,1
en general el servicio fue no recomendable,Negativo,1
mi experiencia con la compra fue charcha,Negativo,1
el trámite estuvo malísimo,Negativo,1
mi experiencia con la experiencia fue mal ejecutado,Negativo,1
el proceso fue pura pérdida de tiempo,Negativo,1
el producto fue bacán,Positivo,0
la verdad la experiencia fue muy conforme,Positivo,0
el sistema estuvo horrible,Negativo,1
mi experiencia con la aplicación fue mal atendido,Negativo,1
la verdad la aplicación fue cumple totalmente,Positivo,0
lamentablemente la atención fue no recomendable,Negativo,1
la compra fue seco,Positivo,0
el trámite estuvo joya,Positivo,0
mi experiencia con el producto fue pura pérdida de tiempo,Negativo,1
la verdad la experiencia fue rápido y eficiente,Positivo,0
lamentablemente el servicio fue mal ejecutado,Negativo,1
la experiencia fue perfecto,Positivo,0
el trámite fue charcha,Negativo,1
en general el servicio fue la raja,Positivo,0
en general la compra fue pulento,Positivo,0
la atención estuvo excelente,Positivo,0
la experiencia fue la raja,Positivo,0
lamentablemente el proceso fue pésimo,Negativo,1
mi opinión es que la plataforma fue muy bueno,Positivo,0
la compra estuvo joya,Positivo,0
la verdad la experiencia fue bkn,Positivo,0
mi opinión es que el trámite fue super bueno,Positivo,0
lamentablemente la aplicación fue muy malo,Negativo,1
la verdad la atención fue la raja,Positivo,0
mi opinión es que la experiencia fue recomendable,Positivo,0
la verdad la plataforma fue joya,Positivo,0
lamentablemente la compra fue decepcionante,Negativo,1
en general el sistema fue ineficiente,Negativo,1
la verdad el sistema fue notable,Positivo,0
mi opinión es que la atención fue la raja,Positivo,0
en general el servicio fue funcionó perfecto,Positivo,0
el sistema estuvo de pana,Positivo,0
mi opinión es que la atención fue bien logrado,Positivo,0
la verdad la plataforma fue bien logrado,Positivo,0
en general la aplicación fue no recomendable,Negativo,1
la compra estuvo charcha,Negativo,1
mi experiencia con la atención fue lento,Negativo,1
la experiencia fue rápido y eficiente,Positivo,0
mi experiencia con el servicio fue frustrante,Negativo,1
en general la plataforma fue ineficiente,Negativo,1
mi experiencia con la atención fue impresentable,Negativo,1
lamentablemente la plataforma fue muy malo,Negativo,1
mi experiencia con la compra fue muy mala experiencia,Negativo,1
mi opinión es que la plataforma fue sin problemas,Positivo,0
el trámite estuvo bien logrado,Positivo,0
la verdad la atención fue recomendable,Positivo,0
la plataforma fue muy malo,Negativo,1
la verdad el sistema fue perfecto,Positivo,0
la compra estuvo perfecto,Positivo,0
la verdad el sistema fue bacán,Positivo,0
lamentablemente el sistema fue lento,Negativo,1
lamentablemente el proceso fue una lata,Negativo,1
la plataforma fue pulento,Positivo,0
la verdad el servicio fue bacán,Positivo,0
lamentablemente el sistema fue pésimo,Negativo,1
en general el producto fue super bueno,Positivo,0
el servicio fue mal atendido,Negativo,1
el servicio fue bkn,Positivo,0
el trámite estuvo una lata,Negativo,1
mi opinión es que la compra fue genial,Positivo,0
en general el sistema fue excelente,Positivo,0
la verdad la atención fue todo bien,Positivo,0
la verdad la aplicación fue muy bueno,Positivo,0
en general el sistema fue genial,Positivo,0
en general la atención fue cumple totalmente,Positivo,0
la verdad la compra fue pulento,Positivo,0
en general el sistema fue fome,Negativo,1
el proceso fue seco,Positivo,0
lamentablemente el sistema fue impresentable,Negativo,1
mi experiencia con el producto fue ineficiente,Negativo,1
en general el sistema fue lento,Negativo,1
en general el trámite fue super bueno,Positivo,0
mi experiencia con el servicio fue muy mala experiencia,Negativo,1
lamentablemente el trámite fue me dejó molesto,Negativo,1
lamentablemente el trámite fue funciona mal,Negativo,1
la experiencia estuvo pésimo,Negativo,1
la experiencia estuvo joya,Positivo,0
la plataforma estuvo seco,Positivo,0
el sistema estuvo decepcionante,Negativo,1
el trámite estuvo pura pérdida de tiempo,Negativo,1
lamentablemente la aplicación fue me dejó molesto,Negativo,1
mi experiencia con el sistema fue me dejó molesto,Negativo,1
mi opinión es que la experiencia fue muy bueno,Positivo,0
la atención estuvo mal ejecutado,Negativo,1
mi experiencia con el servicio fue mal ejecutado,Negativo,1
el sistema fue mal atendido,Negativo,1
la plataforma estuvo recomendable,Positivo,0
la experiencia estuvo horrible,Negativo,1
en general el sistema fue funcionó perfecto,Positivo,0
mi opinión es que el producto fue excelente,Positivo,0
lamentablemente la experiencia fue decepcionante,Negativo,1
mi opinión es que el sistema fue super bueno,Positivo,0
el proceso fue no cumple,Negativo,1
la plataforma fue decepcionante,Negativo,1
en general el sistema fue vale la pena,Positivo,0
el sistema fue lento,Negativo,1
mi experiencia con la atención fue pura pérdida de tiempo,Negativo,1
mi experiencia con la compra fue funciona mal,Negativo,1
en general la atención fue todo bien,Positivo,0
lamentablemente la aplicación fue frustrante,Negativo,1
mi opinión es que el proceso fue genial,Positivo,0
lamentablemente el trámite fue deficiente,Negativo,1
lamentablemente el producto fue decepcionante,Negativo,1
el servicio estuvo recomendable,Positivo,0
lamentablemente la atención fue horrible,Negativo,1
en general la aplicación fue fome,Negativo,1
mi opinión es que el servicio fue pulento,Positivo,0
el proceso fue funcionó perfecto,Positivo,0
mi experiencia con el proceso fue nefasto,Negativo,1
mi opinión es que la atención fue filete,Positivo,0
el sistema estuvo seco,Positivo,0
el trámite estuvo muy bueno,Positivo,0
el producto fue funciona mal,Negativo,1
lamentablemente la atención fue muy mala experiencia,Negativo,1
el servicio fue sin problemas,Positivo,0
en general el servicio fue fome,Negativo,1
lamentablemente la compra fue impresentable,Negativo,1
la aplicación estuvo funciona mal,Negativo,1
el trámite estuvo no recomendable,Negativo,1
en general el producto fue horrible,Negativo,1
mi opinión es que el producto fue me dejó contento,Positivo,0
la compra estuvo no cumple,Negativo,1
el proceso estuvo charcha,Negativo,1
la verdad la plataforma fue funcionó perfecto,Positivo,0
el sistema fue malísimo,Negativo,1
mi experiencia con la compra fue ineficiente,Negativo,1
el proceso estuvo nefasto,Negativo,1
lamentablemente el producto fue pura pérdida de tiempo,Negativo,1
en general la experiencia fue funcionó perfecto,Positivo,0
mi opinión es que la plataforma fue vale la pena,Positivo,0
el trámite fue me dejó molesto,Negativo,1
el producto estuvo malísimo,Negativo,1
la aplicación estuvo joya,Positivo,0
la aplicación fue de pana,Positivo,0
mi experiencia con el sistema fue pura pérdida de tiempo,Negativo,1
el servicio fue nefasto,Negativo,1
en general el trámite fue lento,Negativo,1
en general la plataforma fue callampa,Negativo,1
la plataforma fue genial,Positivo,0
mi opinión es que la experiencia fue funcionó perfecto,Positivo,0
lamentablemente la aplicación fue horrible,Negativo,1
mi opinión es que el proceso fue funcionó perfecto,Positivo,0
en general el servicio fue rápido y eficiente,Positivo,0
en general el servicio fue joya,Positivo,0
la verdad el producto fue bien logrado,Positivo,0
el sistema fue joya,Positivo,0
la plataforma fue todo bien,Positivo,0
el servicio fue notable,Positivo,0
la verdad la plataforma fue la raja,Positivo,0
en general la experiencia fue impecable,Positivo,0
la verdad la plataforma fue super bueno,Positivo,0
el sistema estuvo muy mala experiencia,Negativo,1
mi opinión es que el sistema fue vale la pena,Positivo,0
en general el servicio fue bkn,Positivo,0
el servicio fue una lata,Negativo,1
la verdad el trámite fue impecable,Positivo,0
mi opinión es que la aplicación fue excelente,Positivo,0
la experiencia estuvo sin problemas,Positivo,0
la experiencia estuvo mal atendido,Negativo,1
en general el servicio fue excelente,Positivo,0
lamentablemente la compra fue pésimo,Negativo,1
el servicio estuvo me dejó contento,Positivo,0
mi opinión es que la experiencia fue bien logrado,Positivo,0
mi opinión es que la aplicación fue rápido y eficiente,Positivo,0
la verdad la atención fue funcionó perfecto,Positivo,0
la verdad la atención fue sin problemas,Positivo,0
mi opinión es que el proceso fue filete,Positivo,0
en general el proceso fue fome,Negativo,1
el sistema estuvo charcha,Negativo,1
la verdad el trámite fue genial,Positivo,0
la aplicación estuvo bien logrado,Positivo,0
la compra estuvo impresentable,Negativo,1
en general el producto fue funciona mal,Negativo,1
lamentablemente la compra fue mal atendido,Negativo,1
la experiencia fue bien logrado,Positivo,0
la verdad el sistema fue pulento,Positivo,0
en general la atención fue me dejó contento,Positivo,0
mi opinión es que la plataforma fue filete,Positivo,0
lamentablemente la plataforma fue horrible,Negativo,1
la compra fue desastroso,Negativo,1
mi experiencia con la atención fue muy malo,Negativo,1
la verdad el sistema fue de pana,Positivo,0
la compra estuvo desastroso,Negativo,1
la verdad el sistema fue todo bien,Positivo,0
en general la atención fue funciona mal,Negativo,1
lamentablemente el sistema fue me dejó molesto,Negativo,1
la atención estuvo muy malo,Negativo,1
mi opinión es que la aplicación fue perfecto,Positivo,0
el trámite fue penca,Negativo,1
el servicio fue muy bueno,Positivo,0
la plataforma fue no recomendable,Negativo,1
en general el servicio fue super bueno,Positivo,0
la plataforma estuvo genial,Positivo,0
el producto fue mal atendido,Negativo,1
la compra estuvo muy mala experiencia,Negativo,1
la experiencia fue de pana,Positivo,0
en general el producto fue mal ejecutado,Negativo,1
el producto fue no cumple,Negativo,1
mi opinión es que la experiencia fue me dejó contento,Positivo,0
mi experiencia con el producto fue muy mala experiencia,Negativo,1
mi experiencia con la experiencia fue horrible,Negativo,1
lamentablemente la atención fue malísimo,Negativo,1
mi experiencia con el sistema fue muy malo,Negativo,1
en general el trámite fue bien logrado,Positivo,0
el proceso estuvo muy conforme,Positivo,0
lamentablemente la aplicación fue charcha,Negativo,1
el trámite fue la raja,Positivo,0
el servicio fue funcionó perfecto,Positivo,0
en general el servicio fue genial,Positivo,0
la atención fue bacán,Positivo,0
mi opinión es que la atención fue rápido y eficiente,Positivo,0
mi experiencia con la atención fue mal atendido,Negativo,1
en general el servicio fue impecable,Positivo,0
el sistema fue excelente,Positivo,0
la verdad el servicio fue recomendable,Positivo,0
mi experiencia con la compra fue mal atendido,Negativo,1
la plataforma estuvo decepcionante,Negativo,1
lamentablemente la compra fue frustrante,Negativo,1
mi experiencia con la plataforma fue una lata,Negativo,1
en general la atención fue desastroso,Negativo,1
la verdad la atención fue notable,Positivo,0
en general la atención fue la raja,Positivo,0
mi opinión es que la compra fue pulento,Positivo,0
el trámite estuvo excelente,Positivo,0
en general la atención fue bkn,Positivo,0
el servicio fue muy conforme,Positivo,0
la experiencia estuvo nefasto,Negativo,1
lamentablemente la compra fue una lata,Negativo,1
la verdad el trámite fue bkn,Positivo,0
el sistema estuvo genial,Positivo,0
mi opinión es que la aplicación fue filete,Positivo,0
el sistema estuvo callampa,Negativo,1
la verdad la compra fue me dejó contento,Positivo,0
la compra estuvo me dejó molesto,Negativo,1
la atención fue genial,Positivo,0
la verdad la atención fue vale la pena,Positivo,0
el servicio estuvo impresentable,Negativo,1
el producto estuvo perfecto,Positivo,0
el sistema estuvo pésimo,Negativo,1
la verdad el trámite fue me dejó contento,Positivo,0
mi experiencia con el servicio fue me dejó molesto,Negativo,1
el sistema estuvo funciona mal,Negativo,1
en general el servicio fue bien logrado,Positivo,0
lamentablemente la aplicación fue lento,Negativo,1
el trámite fue notable,Positivo,0
en general la plataforma fue funcionó perfecto,Positivo,0
el trámite fue no cumple,Negativo,1
la plataforma fue charcha,Negativo,1
el trámite fue fome,Negativo,1
en general el servicio fue todo bien,Positivo,0
mi opinión es que el producto fue notable,Positivo,0
mi opinión es que el servicio fue perfecto,Positivo,0
en general el sistema fue rápido y eficiente,Positivo,0
el sistema estuvo mal atendido,Negativo,1
lamentablemente la aplicación fue ineficiente,Negativo,1
el proceso fue me dejó contento,Positivo,0
la verdad la compra fue genial,Positivo,0
el servicio estuvo decepcionante,Negativo,1
la aplicación fue no recomendable,Negativo,1
la aplicación estuvo deficiente,Negativo,1
la compra fue muy mala experiencia,Negativo,1
en general el trámite fue la raja,Positivo,0
el trámite fue pura pérdida de tiempo,Negativo,1
mi opinión es que la compra fue funcionó perfecto,Positivo,0
la verdad el producto fue la raja,Positivo,0
la atención fue funcionó perfecto,Positivo,0
en general el proceso fue pura pérdida de tiempo,Negativo,1
en general la experiencia fue filete,Positivo,0
en general el servicio fue decepcionante,Negativo,1
mi experiencia con la aplicación fue muy malo,Negativo,1
en general el servicio fue cumple totalmente,Positivo,0
en general el producto fue muy bueno,Positivo,0
la verdad la plataforma fue excelente,Positivo,0
mi opinión es que la atención fue vale la pena,Positivo,0
mi experiencia con la compra fue fome,Negativo,1
en general la experiencia fue frustrante,Negativo,1
el proceso estuvo muy mala experiencia,Negativo,1
mi opinión es que el servicio fue super bueno,Positivo,0
lamentablemente la plataforma fue malísimo,Negativo,1
la verdad el servicio fue de pana,Positivo,0
en general la compra fue penca,Negativo,1
en general la aplicación fue una lata,Negativo,1
la verdad el producto fue perfecto,Positivo,0
en general la atención fue mal ejecutado,Negativo,1
el sistema fue desastroso,Negativo,1
la plataforma estuvo super bueno,Positivo,0
la plataforma estuvo no recomendable,Negativo,1
la compra fue muy malo,Negativo,1
el servicio fue bacán,Positivo,0
el producto estuvo muy conforme,Positivo,0
la aplicación estuvo todo bien,Positivo,0
la verdad la aplicación fue me dejó contento,Positivo,0
lamentablemente la plataforma fue penca,Negativo,1
en general el servicio fue muy conforme,Positivo,0
la atención estuvo me dejó molesto,Negativo,1
la plataforma estuvo no cumple,Negativo,1
la plataforma estuvo impecable,Positivo,0
lamentablemente el trámite fue horrible,Negativo,1
la compra estuvo fome,Negativo,1
la aplicación estuvo excelente,Positivo,0
la atención fue nefasto,Negativo,1
el trámite fue pulento,Positivo,0
mi experiencia con el producto fue horrible,Negativo,1
en general el trámite fue malísimo,Negativo,1
mi experiencia con la plataforma fue nefasto,Negativo,1
en general el sistema fue filete,Positivo,0
en general el trámite fue perfecto,Positivo,0
mi opinión es que el producto fue joya,Positivo,0
mi opinión es que el producto fue bkn,Positivo,0
la plataforma estuvo pura pérdida de tiempo,Negativo,1
en general el proceso fue desastroso,Negativo,1
mi opinión es que el servicio fue todo bien,Positivo,0
mi experiencia con el producto fue penca,Negativo,1
en general el proceso fue penca,Negativo,1
la verdad la plataforma fue muy bueno,Positivo,0
la compra fue nefasto,Negativo,1
el trámite estuvo rápido y eficiente,Positivo,0
el proceso fue cumple totalmente,Positivo,0
en general el servicio fue muy bueno,Positivo,0
el servicio fue lento,Negativo,1
en general el trámite fue todo bien,Positivo,0
la aplicación fue frustrante,Negativo,1
la atención estuvo impecable,Positivo,0
lamentablemente el servicio fue charcha,Negativo,1
la verdad la atención fue bien logrado,Positivo,0
la atención fue pulento,Positivo,0
la verdad la aplicación fue sin problemas,Positivo,0
la verdad la experiencia fue vale la pena,Positivo,0
en general el sistema fue frustrante,Negativo,1
en general el trámite fue me dejó molesto,Negativo,1
en general el proceso fue filete,Positivo,0
lamentablemente el proceso fue callampa,Negativo,1
mi experiencia con la compra fue deficiente,Negativo,1
en general el servicio fue malísimo,Negativo,1
el servicio fue callampa,Negativo,1
mi experiencia con la compra fue me dejó molesto,Negativo,1
mi experiencia con la plataforma fue frustrante,Negativo,1
mi opinión es que el servicio fue bkn,Positivo,0
mi opinión es que el producto fue perfecto,Positivo,0
mi experiencia con el sistema fue nefasto,Negativo,1
la verdad la plataforma fue muy conforme,Positivo,0
la experiencia fue bkn,Positivo,0
en general la compra fue bkn,Positivo,0
lamentablemente la experiencia fue pura pérdida de tiempo,Negativo,1
mi opinión es que el producto fue la raja,Positivo,0
el trámite fue callampa,Negativo,1
el proceso fue malísimo,Negativo,1
la experiencia estuvo impresentable,Negativo,1
la verdad la compra fue de pana,Positivo,0
mi opinión es que la compra fue excelente,Positivo,0
el trámite estuvo bacán,Positivo,0
en general la plataforma fue charcha,Negativo,1
el producto fue sin problemas,Positivo,0
lamentablemente el producto fue muy mala experiencia,Negativo,1
lamentablemente la plataforma fue frustrante,Negativo,1
mi opinión es que el proceso fue bien logrado,Positivo,0
la verdad el proceso fue genial,Positivo,0
la verdad la compra fue muy conforme,Positivo,0
el sistema estuvo bacán,Positivo,0
lamentablemente el producto fue no cumple,Negativo,1
mi opinión es que la plataforma fue funcionó perfecto,Positivo,0
el servicio fue genial,Positivo,0
la verdad el trámite fue cumple totalmente,Positivo,0
la plataforma estuvo me dejó contento,Positivo,0
mi opinión es que el sistema fue seco,Positivo,0
el proceso estuvo rápido y eficiente,Positivo,0
en general el servicio fue nefasto,Negativo,1
en general la plataforma fue perfecto,Positivo,0
en general la aplicación fue mal ejecutado,Negativo,1
lamentablemente el trámite fue nefasto,Negativo,1
el trámite estuvo decepcionante,Negativo,1
el servicio estuvo muy mala experiencia,Negativo,1
el proceso fue pulento,Positivo,0
la aplicación estuvo de pana,Positivo,0
en general la experiencia fue vale la pena,Positivo,0
en general la plataforma fue genial,Positivo,0
la atención estuvo lento,Negativo,1
mi experiencia con la compra fue lento,Negativo,1
en general la experiencia fue me dejó contento,Positivo,0
en general la compra fue super bueno,Positivo,0
la verdad el trámite fue de pana,Positivo,0
la plataforma fue funcionó perfecto,Positivo,0
mi experiencia con el servicio fue no cumple,Negativo,1
la aplicación fue seco,Positivo,0
la compra fue bien logrado,Positivo,0
el producto fue bien logrado,Positivo,0
la plataforma fue de pana,Positivo,0
mi experiencia con la aplicación fue no cumple,Negativo,1
en general la plataforma fue una lata,Negativo,1
la aplicación fue impresentable,Negativo,1
la atención estuvo malísimo,Negativo,1
la experiencia estuvo deficiente,Negativo,1
mi experiencia con la plataforma fue me dejó molesto,Negativo,1
la compra estuvo lento,Negativo,1
en general la experiencia fue desastroso,Negativo,1
mi experiencia con el servicio fue decepcionante,Negativo,1
el servicio estuvo penca,Negativo,1
la compra estuvo deficiente,Negativo,1
la atención fue muy malo,Negativo,1
en general la atención fue nefasto,Negativo,1
la experiencia fue lento,Negativo,1
la compra fue una lata,Negativo,1
el servicio fue fome,Negativo,1
en general el producto fue frustrante,Negativo,1
lamentablemente el servicio fue fome,Negativo,1
el proceso fue muy malo,Negativo,1
mi experiencia con la aplicación fue no recomendable,Negativo,1
el proceso estuvo funcionó perfecto,Positivo,0
la compra fue la raja,Positivo,0
mi opinión es que el servicio fue rápido y eficiente,Positivo,0
en general el proceso fue excelente,Positivo,0
mi opinión es que el trámite fue muy bueno,Positivo,0
lamentablemente el sistema fue no cumple,Negativo,1
la plataforma fue mal atendido,Negativo,1
la plataforma estuvo excelente,Positivo,0
la compra estuvo ineficiente,Negativo,1
el proceso estuvo no recomendable,Negativo,1
en general el servicio fue notable,Positivo,0
la verdad la atención fue bkn,Positivo,0
