Frase,Sentimiento,Etiqueta
en general el producto fue bien padre,Positivo,0
en general la plataforma fue decepcionante,Negativo,1
la experiencia fue sin problemas,Positivo,0
en general el producto fue muy buena experiencia,Positivo,0
la compra fue me fue mal,Negativo,1
la aplicación fue me sorprendió,Positivo,0
en general la atención fue funciona fatal,Negativo,1
mi experiencia con el producto fue no vale la pena,Negativo,1
en general el proceso fue terrible,Negativo,1
la experiencia fue un desastre,Negativo,1
la verdad el proceso fue muy buen servicio,Positivo,0
la verdad la experiencia fue muy bueno,Positivo,0
en general la compra fue excelente,Positivo,0
la verdad el producto fue una maravilla,Positivo,0
en general la atención fue malísimo,Negativo,1
la verdad la compra fue jala bien,Positivo,0
mi experiencia con la atención fue nada recomendable,Negativo,1
lamentablemente el servicio fue una porquería,Negativo,1
en general la experiencia fue me decepcionó,Negativo,1
en general el servicio fue muy satisfecho,Positivo,0
el proceso estuvo me decepcionó,Negativo,1
en general la atención fue está horrible,Negativo,1
mi experiencia con el sistema fue muy mala atención,Negativo,1
lamentablemente el trámite fue me decepcionó,Negativo,1
en general el producto fue me dejó molesto,Negativo,1
lamentablemente el sistema fue no lo recomiendo,Negativo,1
en general el sistema fue pésimo servicio,Negativo,1
lamentablemente la aplicación fue muy mal hecho,Negativo,1
el producto estuvo un desastre,Negativo,1
la aplicación estuvo de lo mejor,Positivo,0
el producto fue muy recomendable,Positivo,0
en general el sistema fue excelente,Positivo,0
la experiencia estuvo pésimo servicio,Negativo,1
mi experiencia con la experiencia fue muy bien hecho,Positivo,0
la verdad el trámite fue me encantó,Positivo,0
en general el producto fue muy bien logrado,Positivo,0
en general el servicio fue muy bien hecho,Positivo,0
mi experiencia con la experiencia fue no cumplió,Negativo,1
en general la aplicación fue todo perfecto,Positivo,0
la compra fue me dejó contento,Positivo,0
la plataforma fue todo salió excelente,Positivo,0
el producto fue sin problemas,Positivo,0
la atención fue fatal,Negativo,1
el proceso fue cumple totalmente,Positivo,0
la verdad el producto fue funciona perfecto,Positivo,0
mi experiencia con la experiencia fue funciona fatal,Negativo,1
en general la plataforma fue no sirve,Negativo,1
lamentablemente la aplicación fue terrible,Negativo,1
la atención fue muy malo,Negativo,1
la verdad la plataforma fue muy bien logrado,Positivo,0
la verdad el proceso fue jala bien,Positivo,0
la atención fue no lo recomiendo,Negativo,1
el proceso estuvo vale la pena,Positivo,0
en general la aplicación fue frustrante,Negativo,1
el proceso fue una basura,Negativo,1
mi experiencia con la plataforma fue funciona fatal,Negativo,1
el producto estuvo experiencia horrible,Negativo,1
la experiencia fue muy buena experiencia,Positivo,0
la verdad la experiencia fue todo de lujo,Positivo,0
el trámite fue rápido y eficiente,Positivo,0
mi experiencia con el producto fue de primera,Positivo,0
lamentablemente el trámite fue experiencia horrible,Negativo,1
mi experiencia con el producto fue muy bien logrado,Positivo,0
la aplicación fue terrible,Negativo,1
mi experiencia con la atención fue muy mala atención,Negativo,1
el proceso fue frustrante,Negativo,1
el trámite fue malísimo,Negativo,1
el proceso estuvo me sorprendió,Positivo,0
el producto fue funciona al cien,Positivo,0
el producto fue bien padre,Positivo,0
el proceso estuvo todo de lujo,Positivo,0
la atención fue malísimo,Negativo,1
la compra fue me gustó mucho,Positivo,0
en general la experiencia fue todo salió excelente,Positivo,0
en general el proceso fue está horrible,Negativo,1
la compra estuvo un desastre,Negativo,1
mi experiencia con la aplicación fue bien padre,Positivo,0
en general el producto fue muy chafa,Negativo,1
la experiencia estuvo muy chafa,Negativo,1
mi experiencia con la atención fue me hizo perder tiempo,Negativo,1
el sistema estuvo todo de lujo,Positivo,0
la compra fue muy bueno,Positivo,0
el trámite fue quedé muy conforme,Positivo,0
mi experiencia con el servicio fue no lo recomiendo,Negativo,1
el producto fue excelente,Positivo,0
en general el producto fue horrible,Negativo,1
mi experiencia con el servicio fue todo salió bien,Positivo,0
lamentablemente la plataforma fue pésimo servicio,Negativo,1
la verdad el sistema fue todo de lujo,Positivo,0
lamentablemente la experiencia fue funciona fatal,Negativo,1
en general el trámite fue de lo mejor,Positivo,0
mi experiencia con el sistema fue genial,Positivo,0
mi experiencia con el proceso fue todo salió bien,Positivo,0
lamentablemente el proceso fue muy deficiente,Negativo,1
la plataforma fue pésimo,Negativo,1
en general el producto fue un desastre,Negativo,1
la atención estuvo muy flojo,Negativo,1
en general el sistema fue terrible,Negativo,1
en general el servicio fue no sirve,Negativo,1
el sistema estuvo una basura,Negativo,1
mi experiencia con la aplicación fue rápido y eficiente,Positivo,0
el sistema fue muy mal hecho,Negativo,1
la aplicación fue pésimo,Negativo,1
en general el producto fue muy mal hecho,Negativo,1
la experiencia fue me fue mal,Negativo,1
la compra fue muy buen servicio,Positivo,0
en general el producto fue una pérdida de tiempo,Negativo,1
mi experiencia con el sistema fue no lo recomiendo,Negativo,1
el trámite fue muy buen servicio,Positivo,0
en general el proceso fue muy bueno,Positivo,0
lamentablemente la compra fue malísimo,Negativo,1
el proceso estuvo terrible,Negativo,1
en general la atención fue muy bien logrado,Positivo,0
en general el proceso fue todo perfecto,Positivo,0
mi experiencia con la compra fue muy recomendable,Positivo,0
lamentablemente la aplicación fue no sirve,Negativo,1
la verdad la plataforma fue cumple totalmente,Positivo,0
mi experiencia con el trámite fue mala experiencia,Negativo,1
mi experiencia con el sistema fue muy deficiente,Negativo,1
en general la aplicación fue está chido,Positivo,0
mi experiencia con la experiencia fue fatal,Negativo,1
la compra estuvo de primera,Positivo,0
mi experiencia con la atención fue me dejó satisfecho,Positivo,0
la atención estuvo muy lento,Negativo,1
la verdad el producto fue me dejó contento,Positivo,0
lamentablemente el trámite fue pésimo servicio,Negativo,1
lamentablemente la aplicación fue me fue mal,Negativo,1
mi experiencia con el producto fue quedé muy conforme,Positivo,0
lamentablemente el sistema fue muy mal hecho,Negativo,1
mi experiencia con el trámite fue muy deficiente,Negativo,1
en general la atención fue una pérdida de tiempo,Negativo,1
mi experiencia con el trámite fue me gustó mucho,Positivo,0
el trámite fue nada recomendable,Negativo,1
la aplicación fue no lo recomiendo,Negativo,1
en general la plataforma fue experiencia horrible,Negativo,1
el trámite estuvo malísimo,Negativo,1
la atención fue una basura,Negativo,1
en general la compra fue todo salió excelente,Positivo,0
el sistema estuvo una maravilla,Positivo,0
mi experiencia con la compra fue muy chafa,Negativo,1
el servicio fue quedé muy conforme,Positivo,0
la verdad el sistema fue una maravilla,Positivo,0
la verdad la atención fue muy buen servicio,Positivo,0
mi experiencia con el producto fue está horrible,Negativo,1
mi experiencia con el sistema fue padrísimo,Positivo,0
la compra estuvo muy mala atención,Negativo,1
en general la experiencia fue funciona fatal,Negativo,1
en general la atención fue muy flojo,Negativo,1
la verdad el proceso fue me encantó,Positivo,0
lamentablemente el sistema fue funciona fatal,Negativo,1
la verdad la aplicación fue cumple totalmente,Positivo,0
la verdad el producto fue muy buena experiencia,Positivo,0
la experiencia estuvo muy satisfecho,Positivo,0
el proceso estuvo funciona perfecto,Positivo,0
la verdad el proceso fue todo salió bien,Positivo,0
lamentablemente el proceso fue muy malo,Negativo,1
mi experiencia con el trámite fue no cumplió,Negativo,1
la experiencia estuvo una pérdida de tiempo,Negativo,1
en general la experiencia fue muy buen servicio,Positivo,0
mi experiencia con la aplicación fue muy mala atención,Negativo,1
en general la atención fue me fue excelente,Positivo,0
lamentablemente el producto fue muy malo,Negativo,1
la plataforma fue no sirve,Negativo,1
en general el sistema fue cumple totalmente,Positivo,0
la verdad la compra fue sin problemas,Positivo,0
mi experiencia con la atención fue muy flojo,Negativo,1
el proceso fue funciona fatal,Negativo,1
la verdad la atención fue me gustó mucho,Positivo,0
el trámite estuvo no lo recomiendo,Negativo,1
en general la experiencia fue mal atendido,Negativo,1
mi experiencia con el producto fue funciona al cien,Positivo,0
en general el trámite fue me gustó mucho,Positivo,0
mi experiencia con la compra fue genial,Positivo,0
en general la compra fue muy malo,Negativo,1
la atención estuvo no cumplió,Negativo,1
lamentablemente el producto fue me hizo perder tiempo,Negativo,1
la atención fue muy flojo,Negativo,1
mi experiencia con el servicio fue cumple totalmente,Positivo,0
el sistema estuvo muy mal hecho,Negativo,1
la plataforma estuvo todo perfecto,Positivo,0
la plataforma estuvo una maravilla,Positivo,0
el sistema estuvo quedé muy conforme,Positivo,0
el servicio estuvo malísimo,Negativo,1
lamentablemente la plataforma fue me dejó molesto,Negativo,1
mi experiencia con la experiencia fue me fue mal,Negativo,1
en general el producto fue pésimo servicio,Negativo,1
en general el sistema fue me fue mal,Negativo,1
la atención fue me dejó contento,Positivo,0
en general el producto fue experiencia horrible,Negativo,1
la verdad la aplicación fue funciona al cien,Positivo,0
mi experiencia con el producto fue me sorprendió,Positivo,0
mi experiencia con la aplicación fue mal atendido,Negativo,1
la plataforma estuvo me encantó,Positivo,0
la verdad el proceso fue funciona al cien,Positivo,0
mi experiencia con la experiencia fue decepcionante,Negativo,1
mi experiencia con el trámite fue todo salió bien,Positivo,0
la verdad el trámite fue muy recomendable,Positivo,0
el sistema fue un desastre,Negativo,1
el trámite estuvo me dejó molesto,Negativo,1
el sistema estuvo muy bien logrado,Positivo,0
el servicio estuvo fatal,Negativo,1
mi experiencia con la aplicación fue pésimo servicio,Negativo,1
lamentablemente el trámite fue muy lento,Negativo,1
en general el trámite fue horrible,Negativo,1
en general la compra fue me sorprendió,Positivo,0
la plataforma fue me gustó mucho,Positivo,0
el trámite fue muy lento,Negativo,1
la verdad el servicio fue genial,Positivo,0
la verdad la experiencia fue quedé muy conforme,Positivo,0
el trámite fue me sorprendió,Positivo,0
mi experiencia con la aplicación fue muy bueno,Positivo,0
en general el servicio fue me dejó molesto,Negativo,1
mi experiencia con el proceso fue sin problemas,Positivo,0
la plataforma estuvo una porquería,Negativo,1
la experiencia estuvo no sirve,Negativo,1
la compra fue muy mal hecho,Negativo,1
mi experiencia con el producto fue muy satisfecho,Positivo,0
en general el sistema fue me sacó de quicio,Negativo,1
en general el producto fue una joya,Positivo,0
en general el producto fue terrible,Negativo,1
en general la aplicación fue me dejó contento,Positivo,0
mi experiencia con el sistema fue está horrible,Negativo,1
en general el servicio fue nada recomendable,Negativo,1
mi experiencia con la plataforma fue todo salió excelente,Positivo,0
el trámite fue fatal,Negativo,1
la experiencia fue padrísimo,Positivo,0
la compra fue pésimo,Negativo,1
la aplicación estuvo terrible,Negativo,1
lamentablemente la experiencia fue pésimo servicio,Negativo,1
la compra fue una maravilla,Positivo,0
la aplicación estuvo mal atendido,Negativo,1
la experiencia estuvo mala experiencia,Negativo,1
el proceso fue recomendadísimo,Positivo,0
mi experiencia con la experiencia fue pésimo,Negativo,1
mi experiencia con la atención fue me fue excelente,Positivo,0
la plataforma estuvo jala bien,Positivo,0
en general el producto fue nada recomendable,Negativo,1
la verdad el sistema fue me encantó,Positivo,0
lamentablemente el servicio fue mala experiencia,Negativo,1
el sistema fue funciona mal,Negativo,1
la verdad el servicio fue jala bien,Positivo,0
en general la aplicación fue muy recomendable,Positivo,0
la verdad la aplicación fue sin problemas,Positivo,0
la compra estuvo genial,Positivo,0
en general el trámite fue muy buena experiencia,Positivo,0
la compra fue me sacó de quicio,Negativo,1
el trámite estuvo me fue excelente,Positivo,0
la verdad el trámite fue muy buen servicio,Positivo,0
el servicio fue una maravilla,Positivo,0
lamentablemente el producto fue experiencia horrible,Negativo,1
la compra estuvo todo de lujo,Positivo,0
lamentablemente la compra fue frustrante,Negativo,1
la verdad el producto fue quedé muy conforme,Positivo,0
mi experiencia con la plataforma fue funciona al cien,Positivo,0
la verdad el servicio fue me gustó mucho,Positivo,0
mi experiencia con la compra fue funciona al cien,Positivo,0
lamentablemente el proceso fue no cumplió,Negativo,1
la verdad el proceso fue padrísimo,Positivo,0
la plataforma estuvo genial,Positivo,0
lamentablemente el producto fue decepcionante,Negativo,1
mi experiencia con la compra fue todo salió excelente,Positivo,0
en general la atención fue todo salió excelente,Positivo,0
la verdad la experiencia fue vale la pena,Positivo,0
el servicio fue recomendadísimo,Positivo,0
en general la compra fue muy buena experiencia,Positivo,0
la aplicación estuvo rápido y eficiente,Positivo,0
la verdad la aplicación fue una joya,Positivo,0
lamentablemente la compra fue un desastre,Negativo,1
la experiencia estuvo me sorprendió,Positivo,0
mi experiencia con la experiencia fue quedé muy conforme,Positivo,0
en general el trámite fue todo de lujo,Positivo,0
mi experiencia con la atención fue muy malo,Negativo,1
la experiencia estuvo horrible,Negativo,1
la verdad el trámite fue todo de lujo,Positivo,0
lamentablemente la plataforma fue frustrante,Negativo,1
el trámite fue funciona mal,Negativo,1
la aplicación estuvo muy chafa,Negativo,1
la verdad la aplicación fue todo salió excelente,Positivo,0
mi experiencia con la compra fue padrísimo,Positivo,0
la verdad el proceso fue recomendadísimo,Positivo,0
mi experiencia con el sistema fue una porquería,Negativo,1
la atención fue está chido,Positivo,0
mi experiencia con la experiencia fue funciona al cien,Positivo,0
el proceso estuvo sin problemas,Positivo,0
mi experiencia con la compra fue muy bueno,Positivo,0
el producto fue me fue excelente,Positivo,0
lamentablemente la aplicación fue experiencia horrible,Negativo,1
mi experiencia con el producto fue muy deficiente,Negativo,1
el proceso estuvo padrísimo,Positivo,0
lamentablemente el producto fue una basura,Negativo,1
el sistema fue nada recomendable,Negativo,1
en general el proceso fue muy mala atención,Negativo,1
la verdad el trámite fue excelente,Positivo,0
la verdad el servicio fue me dejó contento,Positivo,0
mi experiencia con la plataforma fue muy buen servicio,Positivo,0
mi experiencia con el sistema fue un desastre,Negativo,1
la atención estuvo bien padre,Positivo,0
mi experiencia con el sistema fue una basura,Negativo,1
la compra estuvo muy buena experiencia,Positivo,0
la plataforma estuvo muy mal hecho,Negativo,1
la verdad la plataforma fue muy buena experiencia,Positivo,0
en general el proceso fue una maravilla,Positivo,0
la aplicación estuvo frustrante,Negativo,1
la atención estuvo mala experiencia,Negativo,1
mi experiencia con el producto fue muy buena experiencia,Positivo,0
mi experiencia con el trámite fue horrible,Negativo,1
el servicio fue todo de lujo,Positivo,0
la experiencia estuvo mal atendido,Negativo,1
mi experiencia con la atención fue me gustó mucho,Positivo,0
mi experiencia con la plataforma fue muy malo,Negativo,1
el trámite estuvo me sacó de quicio,Negativo,1
lamentablemente la compra fue no cumplió,Negativo,1
lamentablemente el proceso fue me sacó de quicio,Negativo,1
la compra estuvo muy deficiente,Negativo,1
en general la compra fue cumple totalmente,Positivo,0
lamentablemente el servicio fue experiencia horrible,Negativo,1
el producto fue rápido y eficiente,Positivo,0
mi experiencia con el producto fue fatal,Negativo,1
en general la aplicación fue muy mala atención,Negativo,1
la compra estuvo mala experiencia,Negativo,1
mi experiencia con la compra fue muy bien hecho,Positivo,0
lamentablemente la atención fue funciona mal,Negativo,1
mi experiencia con el servicio fue una porquería,Negativo,1
el trámite fue me fue mal,Negativo,1
mi experiencia con la experiencia fue muy deficiente,Negativo,1
la verdad el sistema fue quedé muy conforme,Positivo,0
el proceso estuvo una joya,Positivo,0
mi experiencia con la atención fue muy buena experiencia,Positivo,0
mi experiencia con el producto fue está chido,Positivo,0
la verdad la plataforma fue todo de lujo,Positivo,0
lamentablemente la plataforma fue decepcionante,Negativo,1
la atención estuvo jala bien,Positivo,0
la compra estuvo está chido,Positivo,0
mi experiencia con el sistema fue muy mal hecho,Negativo,1
la atención fue me gustó mucho,Positivo,0
el servicio estuvo me decepcionó,Negativo,1
en general la aplicación fue todo salió bien,Positivo,0
en general la aplicación fue muy bien hecho,Positivo,0
el trámite fue no sirve,Negativo,1
mi experiencia con la experiencia fue horrible,Negativo,1
en general el servicio fue muy deficiente,Negativo,1
el servicio fue todo perfecto,Positivo,0
lamentablemente el sistema fue me dejó molesto,Negativo,1
la plataforma fue genial,Positivo,0
mi experiencia con la plataforma fue muy flojo,Negativo,1
la compra fue muy deficiente,Negativo,1
lamentablemente la experiencia fue me fue mal,Negativo,1
el trámite estuvo una porquería,Negativo,1
la atención fue muy satisfecho,Positivo,0
la verdad la experiencia fue recomendadísimo,Positivo,0
el proceso fue está chido,Positivo,0
mi experiencia con la plataforma fue funciona mal,Negativo,1
la aplicación fue me gustó mucho,Positivo,0
lamentablemente la atención fue muy deficiente,Negativo,1
lamentablemente el sistema fue muy malo,Negativo,1
mi experiencia con la plataforma fue me gustó mucho,Positivo,0
el sistema estuvo funciona al cien,Positivo,0
en general la compra fue me hizo perder tiempo,Negativo,1
mi experiencia con la experiencia fue de lo mejor,Positivo,0
en general el proceso fue recomendadísimo,Positivo,0
en general el sistema fue una pérdida de tiempo,Negativo,1
el sistema estuvo me sacó de quicio,Negativo,1
mi experiencia con la plataforma fue de primera,Positivo,0
la compra estuvo sin problemas,Positivo,0
el trámite fue experiencia horrible,Negativo,1
el sistema estuvo rápido y eficiente,Positivo,0
mi experiencia con el servicio fue sin problemas,Positivo,0
la verdad la aplicación fue quedé muy conforme,Positivo,0
lamentablemente la experiencia fue no vale la pena,Negativo,1
el sistema estuvo me fue excelente,Positivo,0
la plataforma fue muy recomendable,Positivo,0
mi experiencia con el servicio fue mala experiencia,Negativo,1
el proceso fue muy bueno,Positivo,0
mi experiencia con el producto fue muy bueno,Positivo,0
la compra fue muy recomendable,Positivo,0
en general la experiencia fue frustrante,Negativo,1
el producto estuvo jala bien,Positivo,0
mi experiencia con la compra fue me encantó,Positivo,0
la atención fue padrísimo,Positivo,0
el proceso estuvo no vale la pena,Negativo,1
mi experiencia con el proceso fue todo perfecto,Positivo,0
lamentablemente la atención fue un desastre,Negativo,1
la plataforma estuvo muy satisfecho,Positivo,0
la aplicación estuvo me encantó,Positivo,0
el proceso fue me hizo perder tiempo,Negativo,1
en general el trámite fue terrible,Negativo,1
la aplicación fue funciona al cien,Positivo,0
lamentablemente la atención fue muy malo,Negativo,1
la aplicación estuvo me sacó de quicio,Negativo,1
la verdad la compra fue todo salió bien,Positivo,0
el producto estuvo me dejó molesto,Negativo,1
en general el producto fue cumple totalmente,Positivo,0
lamentablemente el servicio fue muy mala atención,Negativo,1
en general la atención fue pésimo servicio,Negativo,1
el servicio estuvo recomendadísimo,Positivo,0
el servicio fue no sirve,Negativo,1
el sistema fue mal atendido,Negativo,1
mi experiencia con el servicio fue muy flojo,Negativo,1
en general la experiencia fue me dejó molesto,Negativo,1
el sistema estuvo vale la pena,Positivo,0
la compra fue horrible,Negativo,1
la experiencia estuvo nada recomendable,Negativo,1
mi experiencia con la aplicación fue funciona mal,Negativo,1
la verdad el servicio fue de lo mejor,Positivo,0
en general el trámite fue muy mal hecho,Negativo,1
la verdad el servicio fue todo de lujo,Positivo,0
el sistema estuvo una joya,Positivo,0
la atención estuvo una porquería,Negativo,1
en general la plataforma fue funciona perfecto,Positivo,0
en general la atención fue decepcionante,Negativo,1
la compra fue excelente,Positivo,0
mi experiencia con la plataforma fue un desastre,Negativo,1
mi experiencia con la experiencia fue muy buena experiencia,Positivo,0
lamentablemente el proceso fue está horrible,Negativo,1
mi experiencia con el sistema fue rápido y eficiente,Positivo,0
la verdad la plataforma fue todo salió bien,Positivo,0
el proceso estuvo muy mal hecho,Negativo,1
el sistema fue fatal,Negativo,1
la atención estuvo funciona al cien,Positivo,0
la compra fue recomendadísimo,Positivo,0
la verdad el producto fue de lo mejor,Positivo,0
mi experiencia con el producto fue mal atendido,Negativo,1
la atención fue mala experiencia,Negativo,1
en general la plataforma fue me decepcionó,Negativo,1
la atención estuvo todo salió excelente,Positivo,0
en general la atención fue jala bien,Positivo,0
mi experiencia con el producto fue me fue excelente,Positivo,0
la verdad la atención fue todo salió excelente,Positivo,0
la plataforma estuvo muy malo,Negativo,1
mi experiencia con la plataforma fue mala experiencia,Negativo,1
la experiencia fue nada recomendable,Negativo,1
mi experiencia con el sistema fue todo salió bien,Positivo,0
el proceso fue genial,Positivo,0
mi experiencia con la atención fue frustrante,Negativo,1
el proceso fue me dejó satisfecho,Positivo,0
la compra estuvo me encantó,Positivo,0
lamentablemente el sistema fue me sacó de quicio,Negativo,1
la atención estuvo malísimo,Negativo,1
la verdad la plataforma fue vale la pena,Positivo,0
el servicio estuvo mal atendido,Negativo,1
el servicio estuvo una maravilla,Positivo,0
en general el proceso fue no sirve,Negativo,1
en general el proceso fue muy lento,Negativo,1
mi experiencia con el trámite fue está horrible,Negativo,1
la plataforma fue sin problemas,Positivo,0
la verdad el servicio fue padrísimo,Positivo,0
la verdad el sistema fue me dejó satisfecho,Positivo,0
la verdad el sistema fue bien padre,Positivo,0
el proceso fue nada recomendable,Negativo,1
mi experiencia con la experiencia fue una joya,Positivo,0
en general el trámite fue una basura,Negativo,1
mi experiencia con la experiencia fue muy satisfecho,Positivo,0
en general el proceso fue una pérdida de tiempo,Negativo,1
en general la compra fue jala bien,Positivo,0
la verdad la aplicación fue padrísimo,Positivo,0
en general la plataforma fue fatal,Negativo,1
en general el sistema fue mal atendido,Negativo,1
mi experiencia con el proceso fue me dejó contento,Positivo,0
lamentablemente el producto fue me decepcionó,Negativo,1
mi experiencia con la atención fue funciona mal,Negativo,1
en general la experiencia fue vale la pena,Positivo,0
en general la experiencia fue un desastre,Negativo,1
lamentablemente el sistema fue me fue mal,Negativo,1
la verdad el proceso fue una joya,Positivo,0
en general la aplicación fue muy deficiente,Negativo,1
mi experiencia con la experiencia fue mal atendido,Negativo,1
el sistema fue muy chafa,Negativo,1
el servicio fue nada recomendable,Negativo,1
la verdad la compra fue me fue excelente,Positivo,0
en general el producto fue funciona perfecto,Positivo,0
la aplicación fue está horrible,Negativo,1
en general la atención fue todo salió bien,Positivo,0
en general la compra fue todo de lujo,Positivo,0
el trámite estuvo todo salió bien,Positivo,0
lamentablemente la compra fue no lo recomiendo,Negativo,1
la verdad el servicio fue excelente,Positivo,0
lamentablemente la atención fue no vale la pena,Negativo,1
la atención estuvo quedé muy conforme,Positivo,0
la verdad la compra fue está chido,Positivo,0
en general la experiencia fue me sorprendió,Positivo,0
en general el proceso fue pésimo,Negativo,1
el servicio fue bien padre,Positivo,0
mi experiencia con el servicio fue me hizo perder tiempo,Negativo,1
en general el servicio fue quedé muy conforme,Positivo,0
el servicio estuvo muy bien logrado,Positivo,0
en general el servicio fue decepcionante,Negativo,1
en general la plataforma fue muy mal hecho,Negativo,1
lamentablemente el proceso fue mala experiencia,Negativo,1
mi experiencia con el trámite fue funciona al cien,Positivo,0
lamentablemente la compra fue mal atendido,Negativo,1
en general la compra fue no lo recomiendo,Negativo,1
lamentablemente la plataforma fue malísimo,Negativo,1
mi experiencia con el proceso fue jala bien,Positivo,0
el servicio fue me dejó contento,Positivo,0
en general la atención fue un desastre,Negativo,1
en general el proceso fue funciona mal,Negativo,1
mi experiencia con la aplicación fue mala experiencia,Negativo,1
la aplicación estuvo me fue mal,Negativo,1
el proceso estuvo me fue mal,Negativo,1
el producto estuvo malísimo,Negativo,1
en general el sistema fue funciona fatal,Negativo,1
en general el producto fue muy buen servicio,Positivo,0
en general el producto fue me decepcionó,Negativo,1
lamentablemente la compra fue muy lento,Negativo,1
mi experiencia con el trámite fue muy satisfecho,Positivo,0
lamentablemente la atención fue experiencia horrible,Negativo,1
el producto estuvo todo perfecto,Positivo,0
lamentablemente la atención fue me decepcionó,Negativo,1
mi experiencia con la aplicación fue está horrible,Negativo,1
el trámite fue me sacó de quicio,Negativo,1
la verdad la plataforma fue padrísimo,Positivo,0
la experiencia fue funciona fatal,Negativo,1
mi experiencia con la compra fue un desastre,Negativo,1
el proceso estuvo muy bueno,Positivo,0
el producto estuvo pésimo,Negativo,1
mi experiencia con el proceso fue funciona al cien,Positivo,0
la verdad la atención fue muy recomendable,Positivo,0
la verdad el sistema fue me sorprendió,Positivo,0
en general la aplicación fue no lo recomiendo,Negativo,1
la verdad la aplicación fue todo salió bien,Positivo,0
en general la experiencia fue muy deficiente,Negativo,1
el sistema fue está chido,Positivo,0
mi experiencia con el trámite fue muy flojo,Negativo,1
en general la atención fue muy deficiente,Negativo,1
lamentablemente la aplicación fue fatal,Negativo,1
en general la aplicación fue me fue excelente,Positivo,0
en general la plataforma fue terrible,Negativo,1
lamentablemente la compra fue nada recomendable,Negativo,1
la verdad la aplicación fue me dejó contento,Positivo,0
la atención estuvo muy mal hecho,Negativo,1
en general la aplicación fue un desastre,Negativo,1
la verdad la compra fue me dejó contento,Positivo,0
la verdad la atención fue sin problemas,Positivo,0
el servicio estuvo muy bien hecho,Positivo,0
el sistema fue de lo mejor,Positivo,0
el proceso fue me fue excelente,Positivo,0
en general el trámite fue muy recomendable,Positivo,0
mi experiencia con la experiencia fue me encantó,Positivo,0
la verdad el producto fue muy satisfecho,Positivo,0
lamentablemente el proceso fue mal atendido,Negativo,1
mi experiencia con el producto fue mala experiencia,Negativo,1
el producto estuvo muy flojo,Negativo,1
la experiencia fue recomendadísimo,Positivo,0
en general el producto fue está horrible,Negativo,1
el sistema estuvo me dejó molesto,Negativo,1
el proceso estuvo me dejó molesto,Negativo,1
en general la aplicación fue decepcionante,Negativo,1
mi experiencia con el producto fue funciona mal,Negativo,1
mi experiencia con la atención fue una porquería,Negativo,1
en general el servicio fue un desastre,Negativo,1
mi experiencia con la compra fue vale la pena,Positivo,0
la experiencia fue funciona mal,Negativo,1
la experiencia fue muy mala atención,Negativo,1
la atención fue vale la pena,Positivo,0
la verdad el sistema fue vale la pena,Positivo,0
el trámite estuvo me gustó mucho,Positivo,0
el producto estuvo muy bueno,Positivo,0
la plataforma fue funciona fatal,Negativo,1
mi experiencia con el servicio fue pésimo servicio,Negativo,1
la verdad la plataforma fue de lo mejor,Positivo,0
en general la experiencia fue funciona perfecto,Positivo,0
mi experiencia con la aplicación fue todo de lujo,Positivo,0
en general la experiencia fue no vale la pena,Negativo,1
en general la compra fue pésimo servicio,Negativo,1
lamentablemente el producto fue horrible,Negativo,1
la experiencia estuvo muy recomendable,Positivo,0
la verdad la atención fue de lo mejor,Positivo,0
mi experiencia con el proceso fue una porquería,Negativo,1
mi experiencia con el proceso fue todo salió excelente,Positivo,0
el trámite fue muy bueno,Positivo,0
el producto fue todo perfecto,Positivo,0
mi experiencia con la experiencia fue me fue excelente,Positivo,0
mi experiencia con el producto fue malísimo,Negativo,1
la verdad el proceso fue rápido y eficiente,Positivo,0
mi experiencia con el trámite fue funciona mal,Negativo,1
mi experiencia con el producto fue me fue mal,Negativo,1
mi experiencia con la experiencia fue me sorprendió,Positivo,0
la verdad el trámite fue vale la pena,Positivo,0
mi experiencia con la atención fue experiencia horrible,Negativo,1
el servicio fue malísimo,Negativo,1
en general la atención fue vale la pena,Positivo,0
la experiencia estuvo quedé muy conforme,Positivo,0
mi experiencia con la compra fue funciona mal,Negativo,1
el servicio estuvo no lo recomiendo,Negativo,1
mi experiencia con la atención fue un desastre,Negativo,1
mi experiencia con el proceso fue horrible,Negativo,1
en general el sistema fue muy buena experiencia,Positivo,0
lamentablemente la compra fue me fue mal,Negativo,1
el trámite estuvo funciona al cien,Positivo,0
el trámite fue funciona al cien,Positivo,0
la aplicación fue recomendadísimo,Positivo,0
la aplicación fue me decepcionó,Negativo,1
el servicio estuvo me fue mal,Negativo,1
en general el sistema fue una basura,Negativo,1
la aplicación fue todo salió excelente,Positivo,0
la aplicación fue padrísimo,Positivo,0
la aplicación estuvo me sorprendió,Positivo,0
el trámite estuvo horrible,Negativo,1
mi experiencia con el servicio fue decepcionante,Negativo,1
la verdad el servicio fue cumple totalmente,Positivo,0
la plataforma fue muy mal hecho,Negativo,1
mi experiencia con el sistema fue pésimo servicio,Negativo,1
el servicio fue de lo mejor,Positivo,0
el servicio fue una basura,Negativo,1
en general el proceso fue rápido y eficiente,Positivo,0
mi experiencia con la experiencia fue me decepcionó,Negativo,1
la plataforma estuvo no sirve,Negativo,1
la aplicación fue excelente,Positivo,0
en general el producto fue no lo recomiendo,Negativo,1
el proceso fue todo de lujo,Positivo,0
en general la aplicación fue una joya,Positivo,0
