Frase,Sentimiento,Etiqueta
la atención fue de primera,Positivo,0
mi opinión es que la experiencia fue sin drama,Positivo,0
mi experiencia con la plataforma fue mal organizado,Negativo,1
mi opinión es que el trámite fue re bueno,Positivo,0
el producto fue rápido y eficaz,Positivo,0
mi experiencia con el trámite fue mal atendido,Negativo,1
el producto estuvo frustrante,Negativo,1
en general el sistema fue una cagada,Negativo,1
mi experiencia con la experiencia fue muy flojo,Negativo,1
la aplicación fue mucho mejor de lo esperado,Positivo,0
lamentablemente la aplicación fue no sirve,Negativo,1
el producto fue poco serio,Negativo,1
la verdad la plataforma fue funciona perfecto,Positivo,0
la verdad el servicio fue re piola,Positivo,0
mi opinión es que la plataforma fue joya,Positivo,0
la plataforma estuvo una cagada,Negativo,1
la atención estuvo todo ok,Positivo,0
lamentablemente la atención fue una decepción,Negativo,1
el trámite estuvo re piola,Positivo,0
la plataforma estuvo me dejó caliente,Negativo,1
la verdad el sistema fue cumple al 100,Positivo,0
la aplicación fue vale la pena,Positivo,0
el proceso fue muy mal hecho,Negativo,1
el proceso fue cumple de sobra,Positivo,0
en general la experiencia fue no vale la pena,Negativo,1
lamentablemente el proceso fue funciona pésimo,Negativo,1
en general la atención fue desastroso,Negativo,1
mi opinión es que el producto fue espectacular,Positivo,0
mi experiencia con el servicio fue re malo,Negativo,1
en general la aplicación fue super conforme,Positivo,0
el trámite estuvo impresentable,Negativo,1
el servicio fue muy recomendable,Positivo,0
en general el proceso fue una masa,Positivo,0
mi experiencia con el proceso fue funciona mal,Negativo,1
la aplicación fue funciona perfecto,Positivo,0
la experiencia fue no sirve,Negativo,1
mi opinión es que la atención fue me encantó,Positivo,0
lamentablemente la experiencia fue me hizo perder tiempo,Negativo,1
mi experiencia con el trámite fue muy mal hecho,Negativo,1
mi experiencia con la plataforma fue pésimo,Negativo,1
el proceso estuvo muy recomendable,Positivo,0
el proceso fue experiencia horrible,Negativo,1
en general el sistema fue no vale la pena,Negativo,1
en general el trámite fue cumple de sobra,Positivo,0
lamentablemente la experiencia fue flojo,Negativo,1
la experiencia fue me sorprendió para bien,Positivo,0
la experiencia estuvo experiencia horrible,Negativo,1
el proceso fue poco serio,Negativo,1
mi experiencia con la compra fue no cumple,Negativo,1
la aplicación estuvo cumple de sobra,Positivo,0
la compra fue mal atendido,Negativo,1
mi opinión es que el trámite fue muy buena onda,Positivo,0
en general el servicio fue muy bien logrado,Positivo,0
mi experiencia con el sistema fue mal organizado,Negativo,1
lamentablemente la plataforma fue no cumple para nada,Negativo,1
el sistema estuvo muy conforme,Positivo,0
la verdad el sistema fue impecable,Positivo,0
el proceso estuvo bárbaro,Positivo,0
la verdad la aplicación fue re bueno,Positivo,0
la verdad el proceso fue vale totalmente la pena,Positivo,0
mi experiencia con la experiencia fue muy mal hecho,Negativo,1
mi opinión es que la atención fue vale la pena,Positivo,0
mi opinión es que el producto fue re bueno,Positivo,0
la aplicación fue muy bien logrado,Positivo,0
la verdad la plataforma fue buenísimo,Positivo,0
en general la atención fue de terror,Negativo,1
la atención estuvo sin drama,Positivo,0
el trámite estuvo de lujo,Positivo,0
en general el sistema fue muy flojo,Negativo,1
la atención fue me encantó,Positivo,0
la plataforma fue muy desprolijo,Negativo,1
lamentablemente el sistema fue no cumple,Negativo,1
mi experiencia con la compra fue muy mal hecho,Negativo,1
en general la compra fue una masa,Positivo,0
en general la compra fue recomendable,Positivo,0
lamentablemente el sistema fue una cagada,Negativo,1
en general el producto fue muy desprolijo,Negativo,1
la plataforma estuvo re bien,Positivo,0
el servicio fue vale la pena,Positivo,0
el sistema fue una decepción,Negativo,1
el proceso fue todo ok,Positivo,0
el sistema fue rápido y eficaz,Positivo,0
la plataforma fue una pérdida de tiempo,Negativo,1
la compra estuvo anda mal,Negativo,1
la aplicación estuvo cumple al 100,Positivo,0
la experiencia fue de terror,Negativo,1
en general el servicio fue mal atendido,Negativo,1
mi experiencia con el servicio fue malísimo,Negativo,1
la atención fue buenísimo,Positivo,0
la verdad la experiencia fue me encantó,Positivo,0
el servicio fue funciona mal,Negativo,1
mi experiencia con el producto fue me dejó recaliente,Negativo,1
la atención fue mucho mejor de lo esperado,Positivo,0
la plataforma fue una porquería,Negativo,1
la compra fue de lujo,Positivo,0
mi experiencia con la plataforma fue horrible,Negativo,1
el servicio fue re malo,Negativo,1
mi opinión es que la plataforma fue bárbaro,Positivo,0
en general el proceso fue muy recomendable,Positivo,0
el sistema estuvo excelente,Positivo,0
lamentablemente la atención fue una pérdida total,Negativo,1
mi opinión es que la atención fue me dejó re conforme,Positivo,0
el producto fue mal organizado,Negativo,1
mi experiencia con el producto fue experiencia horrible,Negativo,1
el sistema estuvo funciona pésimo,Negativo,1
mi opinión es que el sistema fue funciona de diez,Positivo,0
el trámite estuvo un gol,Positivo,0
la compra fue poco serio,Negativo,1
en general el trámite fue experiencia horrible,Negativo,1
la experiencia fue desastroso,Negativo,1
mi opinión es que la experiencia fue de lujo,Positivo,0
la plataforma estuvo decepcionante,Negativo,1
el producto estuvo excelente,Positivo,0
mi opinión es que el trámite fue vale la pena,Positivo,0
el servicio fue re bien,Positivo,0
la experiencia estuvo desastroso,Negativo,1
en general el producto fue flojo,Negativo,1
la atención estuvo anda mal,Negativo,1
en general la aplicación fue excelente experiencia,Positivo,0
la compra estuvo impecable,Positivo,0
la compra fue funciona de diez,Positivo,0
la verdad el trámite fue recomendable,Positivo,0
en general el producto fue genial,Positivo,0
en general la aplicación fue anda bárbaro,Positivo,0
el proceso fue anda para atrás,Negativo,1
mi experiencia con la experiencia fue me dejó recaliente,Negativo,1
el trámite fue frustrante,Negativo,1
la aplicación fue ineficiente,Negativo,1
lamentablemente el trámite fue me dejó recaliente,Negativo,1
en general el proceso fue me sorprendió para bien,Positivo,0
la verdad el servicio fue muy recomendable,Positivo,0
la verdad la aplicación fue todo de primera,Positivo,0
la atención fue una vergüenza,Negativo,1
en general el sistema fue me encantó,Positivo,0
en general la atención fue anda perfecto,Positivo,0
el trámite fue buenísimo,Positivo,0
en general la compra fue una pérdida de tiempo,Negativo,1
mi opinión es que la experiencia fue impecable,Positivo,0
el proceso fue re malo,Negativo,1
mi opinión es que el producto fue anda perfecto,Positivo,0
en general la aplicación fue funciona de diez,Positivo,0
en general el proceso fue poco serio,Negativo,1
la atención estuvo anda bárbaro,Positivo,0
la verdad la experiencia fue todo de primera,Positivo,0
el producto estuvo decepcionante,Negativo,1
en general el sistema fue muy malo,Negativo,1
la atención estuvo cumple de sobra,Positivo,0
mi opinión es que el producto fue rápido y eficaz,Positivo,0
en general el proceso fue de lujo,Positivo,0
la plataforma fue impresentable,Negativo,1
mi opinión es que el producto fue todo de primera,Positivo,0
el trámite estuvo vale la pena,Positivo,0
mi experiencia con el servicio fue mal organizado,Negativo,1
lamentablemente la experiencia fue re malo,Negativo,1
el sistema fue me dejó re conforme,Positivo,0
la verdad el servicio fue de diez,Positivo,0
la verdad el sistema fue recomendable,Positivo,0
la verdad el sistema fue genial,Positivo,0
mi opinión es que la experiencia fue anda bárbaro,Positivo,0
mi experiencia con la plataforma fue no cumple para nada,Negativo,1
mi opinión es que la experiencia fue genial,Positivo,0
la atención fue me hizo perder tiempo,Negativo,1
en general el trámite fue no sirve,Negativo,1
en general la atención fue genial,Positivo,0
el servicio fue de terror,Negativo,1
la verdad la experiencia fue funciona perfecto,Positivo,0
la compra fue me hizo perder tiempo,Negativo,1
la experiencia estuvo malísimo,Negativo,1
en general el sistema fue funciona mal,Negativo,1
mi experiencia con la experiencia fue no recomendable,Negativo,1
el producto estuvo horrible,Negativo,1
la verdad el proceso fue todo ok,Positivo,0
la verdad la aplicación fue anda bárbaro,Positivo,0
en general la experiencia fue muy mal hecho,Negativo,1
en general la atención fue lento,Negativo,1
en general la experiencia fue anda perfecto,Positivo,0
mi experiencia con la aplicación fue desastroso,Negativo,1
lamentablemente la aplicación fue una porquería,Negativo,1
el proceso fue de lujo,Positivo,0
mi opinión es que el producto fue buenísimo,Positivo,0
la aplicación fue una pérdida de tiempo,Negativo,1
la atención estuvo re piola,Positivo,0
la compra fue desastroso,Negativo,1
mi experiencia con la compra fue una vergüenza,Negativo,1
la verdad el trámite fue de lujo,Positivo,0
en general la experiencia fue re bueno,Positivo,0
mi experiencia con el trámite fue malísimo,Negativo,1
el servicio fue cumple de sobra,Positivo,0
en general el servicio fue super conforme,Positivo,0
en general el servicio fue me hizo perder tiempo,Negativo,1
mi experiencia con el trámite fue anda mal,Negativo,1
la atención estuvo una porquería,Negativo,1
mi opinión es que el proceso fue todo de primera,Positivo,0
la compra fue mal organizado,Negativo,1
en general la aplicación fue una vergüenza,Negativo,1
lamentablemente el producto fue poco serio,Negativo,1
en general el proceso fue muy flojo,Negativo,1
el proceso estuvo anda perfecto,Positivo,0
en general el producto fue una pérdida de tiempo,Negativo,1
lamentablemente el sistema fue re malo,Negativo,1
la atención fue no cumple,Negativo,1
mi opinión es que la plataforma fue cumple de sobra,Positivo,0
la atención fue poco serio,Negativo,1
la experiencia estuvo vale totalmente la pena,Positivo,0
la aplicación fue de terror,Negativo,1
la compra estuvo me sorprendió para bien,Positivo,0
lamentablemente la experiencia fue muy mal hecho,Negativo,1
la verdad la atención fue de diez,Positivo,0
la verdad el producto fue me sorprendió para bien,Positivo,0
la plataforma estuvo ineficiente,Negativo,1
la experiencia fue anda mal,Negativo,1
mi experiencia con el servicio fue horrible,Negativo,1
lamentablemente el trámite fue no cumple,Negativo,1
mi experiencia con la atención fue funciona mal,Negativo,1
la experiencia estuvo mal atendido,Negativo,1
en general la compra fue cumple al 100,Positivo,0
mi experiencia con la plataforma fue flojo,Negativo,1
mi experiencia con la compra fue una decepción,Negativo,1
mi experiencia con la atención fue mal organizado,Negativo,1
mi experiencia con la aplicación fue malísimo,Negativo,1
la verdad el trámite fue super conforme,Positivo,0
mi experiencia con el servicio fue pésimo,Negativo,1
la verdad la atención fue recomendable,Positivo,0
el servicio estuvo recomendable,Positivo,0
en general la plataforma fue sin drama,Positivo,0
mi opinión es que la atención fue vale totalmente la pena,Positivo,0
la verdad la experiencia fue mucho mejor de lo esperado,Positivo,0
el proceso estuvo anda mal,Negativo,1
lamentablemente el producto fue re malo,Negativo,1
el proceso fue lento,Negativo,1
mi experiencia con la aplicación fue decepcionante,Negativo,1
el producto estuvo pésimo,Negativo,1
mi experiencia con la atención fue re malo,Negativo,1
la verdad la aplicación fue una maravilla,Positivo,0
la plataforma fue pésimo,Negativo,1
mi opinión es que el trámite fue funciona perfecto,Positivo,0
la experiencia estuvo de lujo,Positivo,0
en general la atención fue me sorprendió para bien,Positivo,0
mi opinión es que la compra fue muy recomendable,Positivo,0
lamentablemente la experiencia fue desastroso,Negativo,1
la verdad el proceso fue una maravilla,Positivo,0
mi experiencia con la compra fue muy desprolijo,Negativo,1
la verdad la atención fue todo de primera,Positivo,0
en general la plataforma fue funciona pésimo,Negativo,1
mi opinión es que la aplicación fue cumple de sobra,Positivo,0
la plataforma fue copado,Positivo,0
la experiencia fue vale totalmente la pena,Positivo,0
mi opinión es que la experiencia fue re piola,Positivo,0
lamentablemente la aplicación fue impresentable,Negativo,1
en general el producto fue funciona mal,Negativo,1
la verdad la plataforma fue todo ok,Positivo,0
la atención estuvo poco serio,Negativo,1
el proceso estuvo experiencia horrible,Negativo,1
mi opinión es que el proceso fue genial,Positivo,0
lamentablemente el proceso fue una pérdida de tiempo,Negativo,1
en general el producto fue vale totalmente la pena,Positivo,0
lamentablemente el proceso fue malísimo,Negativo,1
el proceso fue mucho mejor de lo esperado,Positivo,0
la experiencia fue poco serio,Negativo,1
la atención estuvo flojo,Negativo,1
la compra fue muy bien logrado,Positivo,0
la compra fue de diez,Positivo,0
el sistema fue re malo,Negativo,1
mi experiencia con la plataforma fue no vale la pena,Negativo,1
la verdad el servicio fue todo ok,Positivo,0
la plataforma estuvo funciona pésimo,Negativo,1
el servicio fue joya,Positivo,0
en general la atención fue horrible,Negativo,1
en general la compra fue una maravilla,Positivo,0
la verdad el sistema fue me dejó re conforme,Positivo,0
la aplicación fue anda bárbaro,Positivo,0
en general la experiencia fue experiencia horrible,Negativo,1
la verdad la plataforma fue muy buena onda,Positivo,0
el producto fue una decepción,Negativo,1
el sistema estuvo sin drama,Positivo,0
la experiencia estuvo una cagada,Negativo,1
la plataforma fue no cumple,Negativo,1
lamentablemente el trámite fue no vale la pena,Negativo,1
en general el producto fue funciona de diez,Positivo,0
la verdad la compra fue copado,Positivo,0
lamentablemente el sistema fue anda para atrás,Negativo,1
la compra fue muy flojo,Negativo,1
el servicio estuvo muy flojo,Negativo,1
el sistema estuvo cumple de sobra,Positivo,0
en general la atención fue experiencia horrible,Negativo,1
lamentablemente el sistema fue re lento,Negativo,1
en general el sistema fue todo de primera,Positivo,0
mi experiencia con la experiencia fue funciona mal,Negativo,1
lamentablemente el sistema fue me dejó caliente,Negativo,1
el producto fue re piola,Positivo,0
en general el producto fue decepcionante,Negativo,1
el producto estuvo sin drama,Positivo,0
la compra fue pésimo,Negativo,1
el sistema estuvo una decepción,Negativo,1
el proceso fue muy desprolijo,Negativo,1
el sistema fue sin drama,Positivo,0
en general el sistema fue re piola,Positivo,0
lamentablemente la experiencia fue no sirve,Negativo,1
en general la aplicación fue no recomendable,Negativo,1
el trámite fue vale la pena,Positivo,0
la verdad la experiencia fue todo ok,Positivo,0
el sistema fue no cumple para nada,Negativo,1
en general la compra fue frustrante,Negativo,1
en general la atención fue de primera,Positivo,0
la verdad el sistema fue re bien,Positivo,0
en general el servicio fue muy malo,Negativo,1
el trámite fue una masa,Positivo,0
la experiencia estuvo me dejó re conforme,Positivo,0
la compra fue excelente,Positivo,0
la verdad el sistema fue vale totalmente la pena,Positivo,0
el trámite fue funciona mal,Negativo,1
la atención fue no sirve,Negativo,1
la experiencia fue re bien,Positivo,0
mi opinión es que el trámite fue todo de primera,Positivo,0
en general la plataforma fue genial,Positivo,0
mi opinión es que el producto fue recomendable,Positivo,0
en general la experiencia fue una masa,Positivo,0
mi experiencia con el proceso fue no cumple,Negativo,1
en general el sistema fue no cumple para nada,Negativo,1
en general el servicio fue no sirve,Negativo,1
la plataforma fue no vale la pena,Negativo,1
la experiencia fue mal atendido,Negativo,1
la aplicación fue rápido y eficaz,Positivo,0
lamentablemente el trámite fue funciona mal,Negativo,1
en general el trámite fue una masa,Positivo,0
el proceso fue re bien,Positivo,0
mi opinión es que la atención fue rápido y eficaz,Positivo,0
en general la compra fue todo de primera,Positivo,0
lamentablemente el servicio fue pésimo,Negativo,1
la verdad la experiencia fue re bien,Positivo,0
en general el servicio fue muy flojo,Negativo,1
la plataforma estuvo no sirve,Negativo,1
la experiencia fue re bueno,Positivo,0
mi opinión es que la plataforma fue copado,Positivo,0
el trámite fue una vergüenza,Negativo,1
la experiencia estuvo muy recomendable,Positivo,0
lamentablemente la compra fue re lento,Negativo,1
la experiencia fue una pérdida total,Negativo,1
la compra estuvo una decepción,Negativo,1
mi experiencia con la compra fue funciona pésimo,Negativo,1
el producto estuvo funciona mal,Negativo,1
la verdad la plataforma fue vale totalmente la pena,Positivo,0
la aplicación estuvo re piola,Positivo,0
la plataforma estuvo poco serio,Negativo,1
en general la aplicación fue un desastre,Negativo,1
lamentablemente el proceso fue una vergüenza,Negativo,1
lamentablemente la experiencia fue no recomendable,Negativo,1
el trámite fue sin drama,Positivo,0
mi experiencia con la compra fue no sirve,Negativo,1
la experiencia fue me hizo perder tiempo,Negativo,1
mi experiencia con la plataforma fue muy mal hecho,Negativo,1
lamentablemente el servicio fue no cumple,Negativo,1
mi opinión es que el proceso fue sin drama,Positivo,0
la compra estuvo vale totalmente la pena,Positivo,0
en general la compra fue una vergüenza,Negativo,1
lamentablemente el servicio fue no vale la pena,Negativo,1
lamentablemente la plataforma fue muy mal hecho,Negativo,1
la atención estuvo impresentable,Negativo,1
el trámite estuvo una cagada,Negativo,1
en general la plataforma fue funciona de diez,Positivo,0
el trámite fue funciona pésimo,Negativo,1
la aplicación fue no vale la pena,Negativo,1
la aplicación fue me hizo perder tiempo,Negativo,1
la aplicación estuvo anda bárbaro,Positivo,0
mi experiencia con la aplicación fue una cagada,Negativo,1
la verdad la experiencia fue copado,Positivo,0
la verdad el sistema fue anda bárbaro,Positivo,0
en general el producto fue anda mal,Negativo,1
mi opinión es que la plataforma fue excelente experiencia,Positivo,0
mi opinión es que el trámite fue recomendable,Positivo,0
en general el servicio fue excelente,Positivo,0
mi opinión es que el sistema fue me dejó re conforme,Positivo,0
la verdad el sistema fue mucho mejor de lo esperado,Positivo,0
lamentablemente el producto fue no sirve,Negativo,1
la verdad la compra fue espectacular,Positivo,0
la compra fue una maravilla,Positivo,0
mi opinión es que el servicio fue excelente,Positivo,0
la compra estuvo sin drama,Positivo,0
lamentablemente la experiencia fue una decepción,Negativo,1
mi opinión es que el servicio fue cumple al 100,Positivo,0
el trámite fue muy recomendable,Positivo,0
lamentablemente la atención fue muy mal hecho,Negativo,1
mi experiencia con la compra fue no cumple para nada,Negativo,1
en general el producto fue pésimo,Negativo,1
mi experiencia con el producto fue mal organizado,Negativo,1
la aplicación fue impecable,Positivo,0
el trámite fue rápido y eficaz,Positivo,0
el trámite fue mucho mejor de lo esperado,Positivo,0
la verdad el proceso fue muy bien logrado,Positivo,0
mi opinión es que la experiencia fue me sorprendió para bien,Positivo,0
el servicio fue ineficiente,Negativo,1
en general el sistema fue rápido y eficaz,Positivo,0
el producto fue mucho mejor de lo esperado,Positivo,0
mi opinión es que el servicio fue muy recomendable,Positivo,0
en general el servicio fue bárbaro,Positivo,0
mi experiencia con el trámite fue pésimo,Negativo,1
el trámite fue me dejó caliente,Negativo,1
mi opinión es que el sistema fue una masa,Positivo,0
la experiencia estuvo un desastre,Negativo,1
la compra estuvo excelente experiencia,Positivo,0
la aplicación estuvo me sorprendió para bien,Positivo,0
la verdad el proceso fue anda bárbaro,Positivo,0
la verdad la plataforma fue impecable,Positivo,0
mi opinión es que la compra fue super conforme,Positivo,0
lamentablemente la aplicación fue re malo,Negativo,1
la verdad el servicio fue copado,Positivo,0
lamentablemente el proceso fue frustrante,Negativo,1
el proceso estuvo anda bárbaro,Positivo,0
lamentablemente el sistema fue flojo,Negativo,1
mi experiencia con el producto fue impresentable,Negativo,1
en general la compra fue no cumple,Negativo,1
mi opinión es que el sistema fue joya,Positivo,0
mi experiencia con la compra fue anda para atrás,Negativo,1
mi opinión es que el trámite fue re bien,Positivo,0
en general el trámite fue anda mal,Negativo,1
en general la plataforma fue de terror,Negativo,1
en general la aplicación fue genial,Positivo,0
mi opinión es que la compra fue vale totalmente la pena,Positivo,0
el producto estuvo me dejó re conforme,Positivo,0
mi experiencia con la atención fue impresentable,Negativo,1
la verdad el proceso fue vale la pena,Positivo,0
la plataforma fue sin drama,Positivo,0
el producto estuvo de terror,Negativo,1
el trámite fue de lujo,Positivo,0
la verdad la compra fue muy conforme,Positivo,0
el sistema estuvo genial,Positivo,0
la experiencia estuvo frustrante,Negativo,1
la experiencia fue una pérdida de tiempo,Negativo,1
mi experiencia con el servicio fue desastroso,Negativo,1
el sistema estuvo lento,Negativo,1
mi experiencia con el proceso fue muy flojo,Negativo,1
en general la atención fue ineficiente,Negativo,1
la verdad el sistema fue una maravilla,Positivo,0
la verdad la atención fue excelente experiencia,Positivo,0
la aplicación estuvo me dejó recaliente,Negativo,1
mi opinión es que el producto fue me encantó,Positivo,0
la experiencia estuvo buenísimo,Positivo,0
en general la atención fue rápido y eficaz,Positivo,0
la aplicación fue una pérdida total,Negativo,1
el servicio fue todo de primera,Positivo,0
el producto fue una vergüenza,Negativo,1
mi experiencia con el servicio fue ineficiente,Negativo,1
lamentablemente la aplicación fue experiencia horrible,Negativo,1
la plataforma fue cumple al 100,Positivo,0
el servicio fue frustrante,Negativo,1
la compra estuvo de terror,Negativo,1
mi opinión es que la atención fue funciona de diez,Positivo,0
en general la experiencia fue pésimo,Negativo,1
la atención fue vale la pena,Positivo,0
mi experiencia con la plataforma fue mal atendido,Negativo,1
la aplicación estuvo me dejó re conforme,Positivo,0
la atención estuvo recomendable,Positivo,0
el producto estuvo muy buena onda,Positivo,0
mi experiencia con el proceso fue no vale la pena,Negativo,1
mi opinión es que la atención fue impecable,Positivo,0
lamentablemente la aplicación fue mal organizado,Negativo,1
la experiencia estuvo de primera,Positivo,0
lamentablemente el servicio fue ineficiente,Negativo,1
el trámite estuvo no cumple para nada,Negativo,1
en general la plataforma fue impresentable,Negativo,1
la verdad el sistema fue de diez,Positivo,0
mi opinión es que el proceso fue anda bárbaro,Positivo,0
el trámite estuvo muy desprolijo,Negativo,1
en general el proceso fue re lento,Negativo,1
mi opinión es que el proceso fue bárbaro,Positivo,0
lamentablemente el sistema fue impresentable,Negativo,1
la atención fue copado,Positivo,0
la experiencia fue todo de primera,Positivo,0
la verdad el producto fue funciona de diez,Positivo,0
la atención fue anda bárbaro,Positivo,0
la plataforma estuvo muy bien logrado,Positivo,0
mi opinión es que la compra fue una masa,Positivo,0
lamentablemente el proceso fue impresentable,Negativo,1
el servicio fue espectacular,Positivo,0
la compra estuvo mal atendido,Negativo,1
en general el producto fue muy mal hecho,Negativo,1
en general el trámite fue un desastre,Negativo,1
la verdad la atención fue una maravilla,Positivo,0
en general el servicio fue mucho mejor de lo esperado,Positivo,0
mi opinión es que la plataforma fue vale totalmente la pena,Positivo,0
la experiencia fue impresentable,Negativo,1
la plataforma estuvo un gol,Positivo,0
en general el proceso fue impresentable,Negativo,1
en general la plataforma fue mucho mejor de lo esperado,Positivo,0
la aplicación fue no recomendable,Negativo,1
mi opinión es que el producto fue de diez,Positivo,0
la compra estuvo vale la pena,Positivo,0
la experiencia estuvo bárbaro,Positivo,0
mi opinión es que el sistema fue muy bien logrado,Positivo,0
en general la experiencia fue una cagada,Negativo,1
en general el producto fue lento,Negativo,1
el producto fue me hizo perder tiempo,Negativo,1
el producto estuvo de lujo,Positivo,0
el sistema estuvo re bueno,Positivo,0
la compra estuvo un gol,Positivo,0
el servicio estuvo funciona de diez,Positivo,0
la verdad el producto fue re bueno,Positivo,0
mi opinión es que la atención fue muy bien logrado,Positivo,0
la atención fue vale totalmente la pena,Positivo,0
el trámite fue no cumple para nada,Negativo,1
en general el proceso fue espectacular,Positivo,0
lamentablemente la compra fue no cumple para nada,Negativo,1
el producto fue anda bárbaro,Positivo,0
mi opinión es que la plataforma fue excelente,Positivo,0
el producto fue malísimo,Negativo,1
mi experiencia con la compra fue decepcionante,Negativo,1
la compra estuvo una maravilla,Positivo,0
mi experiencia con la aplicación fue anda mal,Negativo,1
en general el trámite fue una decepción,Negativo,1
en general la plataforma fue anda bárbaro,Positivo,0
la verdad el trámite fue joya,Positivo,0
mi experiencia con el producto fue frustrante,Negativo,1
la experiencia estuvo flojo,Negativo,1
la verdad la compra fue cumple de sobra,Positivo,0
la aplicación fue anda perfecto,Positivo,0
la compra estuvo una pérdida total,Negativo,1
la verdad la atención fue funciona de diez,Positivo,0
la atención fue espectacular,Positivo,0
el trámite estuvo super conforme,Positivo,0
mi experiencia con el trámite fue funciona pésimo,Negativo,1
mi experiencia con la aplicación fue funciona pésimo,Negativo,1
en general la experiencia fue anda para atrás,Negativo,1
en general el trámite fue me hizo perder tiempo,Negativo,1
el producto estuvo no cumple,Negativo,1
lamentablemente la atención fue una vergüenza,Negativo,1
el servicio estuvo me encantó,Positivo,0
en general el sistema fue horrible,Negativo,1
el servicio estuvo me dejó re conforme,Positivo,0
en general el servicio fue cumple de sobra,Positivo,0
lamentablemente el producto fue muy mal hecho,Negativo,1
el proceso fue me hizo perder tiempo,Negativo,1
el sistema estuvo re malo,Negativo,1
el producto estuvo no recomendable,Negativo,1
la experiencia estuvo re lento,Negativo,1
mi experiencia con el producto fue funciona mal,Negativo,1
mi experiencia con el producto fue no sirve,Negativo,1
el sistema fue muy mal hecho,Negativo,1
mi experiencia con la plataforma fue funciona mal,Negativo,1
mi experiencia con la compra fue flojo,Negativo,1
la plataforma fue impecable,Positivo,0
el proceso estuvo ineficiente,Negativo,1
el servicio fue una vergüenza,Negativo,1
mi opinión es que la compra fue un gol,Positivo,0
mi experiencia con la compra fue un desastre,Negativo,1
mi experiencia con la atención fue decepcionante,Negativo,1
la experiencia estuvo todo ok,Positivo,0
mi experiencia con el sistema fue flojo,Negativo,1
mi experiencia con el trámite fue no sirve,Negativo,1
en general la aplicación fue una maravilla,Positivo,0
el trámite fue decepcionante,Negativo,1
el trámite fue una pérdida total,Negativo,1
el sistema fue funciona pésimo,Negativo,1
lamentablemente el sistema fue funciona pésimo,Negativo,1
la experiencia fue genial,Positivo,0
en general el producto fue muy recomendable,Positivo,0
el producto fue un desastre,Negativo,1
en general el servicio fue muy buena onda,Positivo,0
la verdad el trámite fue muy bien logrado,Positivo,0
en general la plataforma fue no vale la pena,Negativo,1
la aplicación estuvo no cumple,Negativo,1
la compra estuvo muy flojo,Negativo,1
mi experiencia con el servicio fue no recomendable,Negativo,1
el producto estuvo no cumple para nada,Negativo,1
la verdad el servicio fue todo de primera,Positivo,0
la verdad el servicio fue re bueno,Positivo,0
el producto fue re malo,Negativo,1
la compra estuvo impresentable,Negativo,1
en general el producto fue rápido y eficaz,Positivo,0
el trámite estuvo re bien,Positivo,0
el proceso fue una masa,Positivo,0
lamentablemente la compra fue de terror,Negativo,1
mi opinión es que la compra fue excelente experiencia,Positivo,0
el producto estuvo me encantó,Positivo,0
la verdad la aplicación fue cumple de sobra,Positivo,0
mi opinión es que la experiencia fue copado,Positivo,0
el servicio fue horrible,Negativo,1
la aplicación estuvo de terror,Negativo,1
la atención fue re malo,Negativo,1
mi opinión es que el producto fue genial,Positivo,0
en general el servicio fue cumple al 100,Positivo,0
el producto fue muy bien logrado,Positivo,0
el sistema estuvo no recomendable,Negativo,1
en general la compra fue anda para atrás,Negativo,1
mi experiencia con el producto fue una porquería,Negativo,1
en general la aplicación fue joya,Positivo,0
en general la experiencia fue re bien,Positivo,0
la compra estuvo bárbaro,Positivo,0
la aplicación fue me encantó,Positivo,0
lamentablemente el sistema fue funciona mal,Negativo,1
la plataforma fue funciona pésimo,Negativo,1
mi opinión es que el trámite fue me sorprendió para bien,Positivo,0
en general el servicio fue no cumple,Negativo,1
el servicio fue una pérdida total,Negativo,1
el sistema fue de terror,Negativo,1
lamentablemente el proceso fue re malo,Negativo,1
lamentablemente el trámite fue lento,Negativo,1
la experiencia estuvo impecable,Positivo,0
el servicio estuvo frustrante,Negativo,1
el trámite estuvo me encantó,Positivo,0
mi experiencia con el trámite fue anda para atrás,Negativo,1
mi opinión es que el trámite fue me encantó,Positivo,0
la atención estuvo excelente,Positivo,0
la experiencia fue un gol,Positivo,0
el producto fue funciona de diez,Positivo,0
la compra fue re lento,Negativo,1
el servicio estuvo desastroso,Negativo,1
en general la experiencia fue vale totalmente la pena,Positivo,0
la verdad el trámite fue me encantó,Positivo,0
en general el trámite fue re bien,Positivo,0
mi experiencia con la experiencia fue me hizo perder tiempo,Negativo,1
la compra estuvo funciona mal,Negativo,1
mi experiencia con la aplicación fue de terror,Negativo,1
mi opinión es que el sistema fue me encantó,Positivo,0
mi experiencia con el trámite fue una pérdida total,Negativo,1
mi opinión es que el trámite fue de primera,Positivo,0
la plataforma fue me hizo perder tiempo,Negativo,1
el proceso fue una porquería,Negativo,1
mi experiencia con la atención fue desastroso,Negativo,1
lamentablemente la plataforma fue no vale la pena,Negativo,1
el trámite estuvo anda mal,Negativo,1
la plataforma fue poco serio,Negativo,1
el producto estuvo cumple de sobra,Positivo,0
en general la compra fue de terror,Negativo,1
el producto fue todo de primera,Positivo,0
mi opinión es que el proceso fue funciona de diez,Positivo,0
mi experiencia con el producto fue ineficiente,Negativo,1
la verdad la experiencia fue anda bárbaro,Positivo,0
