Frase,Sentimiento,Etiqueta
lamentablemente la experiencia fue malísimo,Negativo,1
en general el producto fue quedé feliz,Positivo,0
en general la plataforma fue decepcionante,Negativo,1
la experiencia fue muy buena experiencia,Positivo,0
en general el producto fue una maravilla,Positivo,0
la compra fue me fue mal,Negativo,1
la aplicación fue muy bien hecho,Positivo,0
en general la atención fue muy mala atención,Negativo,1
mi experiencia con el producto fue muy desordenado,Negativo,1
en general el proceso fue terrible,Negativo,1
la experiencia fue un desastre,Negativo,1
la verdad el proceso fue me fue muy bien,Positivo,0
la verdad la experiencia fue bacano,Positivo,0
en general la compra fue muy bueno,Positivo,0
la verdad el producto fue cumple totalmente,Positivo,0
en general la atención fue flojo,Negativo,1
la verdad la compra fue super bacano,Positivo,0
mi experiencia con la atención fue me decepcionó,Negativo,1
lamentablemente el servicio fue malísimo,Negativo,1
en general la experiencia fue no valió la pena,Negativo,1
en general el servicio fue rápido y eficiente,Positivo,0
el proceso estuvo no valió la pena,Negativo,1
en general la atención fue una porquería,Negativo,1
mi experiencia con el sistema fue me dejó aburrido,Negativo,1
lamentablemente el trámite fue no valió la pena,Negativo,1
en general el producto fue nada recomendable,Negativo,1
lamentablemente el sistema fue no lo recomiendo,Negativo,1
en general el sistema fue muy mal hecho,Negativo,1
lamentablemente la aplicación fue funciona terrible,Negativo,1
el producto estuvo un desastre,Negativo,1
la aplicación estuvo una nota,Positivo,0
el producto fue muy recomendado,Positivo,0
en general el sistema fue muy bueno,Positivo,0
la experiencia estuvo muy mal hecho,Negativo,1
mi experiencia con la experiencia fue todo perfecto,Positivo,0
la verdad el trámite fue vale la pena,Positivo,0
en general el producto fue me dejó contento,Positivo,0
en general el servicio fue todo perfecto,Positivo,0
mi experiencia con la experiencia fue no cumplió,Negativo,1
en general la aplicación fue de primera,Positivo,0
la compra fue muy bien logrado,Positivo,0
la plataforma fue todo salió excelente,Positivo,0
el producto fue muy buena experiencia,Positivo,0
la atención fue fatal,Negativo,1
el proceso fue me sorprendió,Positivo,0
la verdad el producto fue funciona perfecto,Positivo,0
mi experiencia con la experiencia fue muy mala atención,Negativo,1
en general la plataforma fue no sirve,Negativo,1
lamentablemente la aplicación fue terrible,Negativo,1
la atención fue muy malo,Negativo,1
la verdad la plataforma fue me dejó contento,Positivo,0
la verdad el proceso fue super bacano,Positivo,0
la atención fue no lo recomiendo,Negativo,1
el proceso estuvo de lo mejor,Positivo,0
en general la aplicación fue frustrante,Negativo,1
el proceso fue experiencia horrible,Negativo,1
mi experiencia con la plataforma fue muy mala atención,Negativo,1
el producto estuvo muy incumplido,Negativo,1
la experiencia fue una maravilla,Positivo,0
la verdad la experiencia fue recomendadísimo,Positivo,0
el trámite fue todo salió bien,Positivo,0
mi experiencia con el producto fue muy satisfecho,Positivo,0
lamentablemente el trámite fue muy incumplido,Negativo,1
mi experiencia con el producto fue me dejó contento,Positivo,0
la aplicación fue terrible,Negativo,1
mi experiencia con la atención fue me dejó aburrido,Negativo,1
el proceso fue frustrante,Negativo,1
el trámite fue flojo,Negativo,1
el proceso estuvo muy bien hecho,Positivo,0
el producto fue muy cumplido,Positivo,0
el producto fue quedé feliz,Positivo,0
el proceso estuvo recomendadísimo,Positivo,0
la atención fue flojo,Negativo,1
la compra fue me gustó mucho,Positivo,0
en general la experiencia fue todo salió excelente,Positivo,0
en general el proceso fue una porquería,Negativo,1
la compra estuvo un desastre,Negativo,1
mi experiencia con la aplicación fue quedé feliz,Positivo,0
en general el producto fue me sacó la piedra,Negativo,1
la experiencia estuvo me sacó la piedra,Negativo,1
mi experiencia con la atención fue me dejó inconforme,Negativo,1
el sistema estuvo recomendadísimo,Positivo,0
la compra fue bacano,Positivo,0
el trámite fue me dejó satisfecho,Positivo,0
mi experiencia con el servicio fue no lo recomiendo,Negativo,1
el producto fue muy bueno,Positivo,0
en general el producto fue horrible,Negativo,1
mi experiencia con el servicio fue me encantó,Positivo,0
lamentablemente la plataforma fue muy mal hecho,Negativo,1
la verdad el sistema fue recomendadísimo,Positivo,0
lamentablemente la experiencia fue muy mala atención,Negativo,1
en general el trámite fue una nota,Positivo,0
mi experiencia con el sistema fue genial,Positivo,0
mi experiencia con el proceso fue me encantó,Positivo,0
lamentablemente el proceso fue muy deficiente,Negativo,1
la plataforma fue pésimo,Negativo,1
en general el producto fue un desastre,Negativo,1
la atención estuvo muy regular,Negativo,1
en general el sistema fue terrible,Negativo,1
en general el servicio fue no sirve,Negativo,1
el sistema estuvo experiencia horrible,Negativo,1
mi experiencia con la aplicación fue todo salió bien,Positivo,0
el sistema fue funciona terrible,Negativo,1
la aplicación fue pésimo,Negativo,1
en general el producto fue funciona terrible,Negativo,1
la experiencia fue me fue mal,Negativo,1
la compra fue me fue muy bien,Positivo,0
en general el producto fue una pérdida de tiempo,Negativo,1
mi experiencia con el sistema fue no lo recomiendo,Negativo,1
el trámite fue me fue muy bien,Positivo,0
en general el proceso fue bacano,Positivo,0
lamentablemente la compra fue flojo,Negativo,1
el proceso estuvo terrible,Negativo,1
en general la atención fue me dejó contento,Positivo,0
en general el proceso fue de primera,Positivo,0
mi experiencia con la compra fue muy recomendado,Positivo,0
lamentablemente la aplicación fue no sirve,Negativo,1
la verdad la plataforma fue me sorprendió,Positivo,0
mi experiencia con el trámite fue mala experiencia,Negativo,1
mi experiencia con el sistema fue muy deficiente,Negativo,1
en general la aplicación fue una chimba,Positivo,0
mi experiencia con la experiencia fue fatal,Negativo,1
la compra estuvo muy satisfecho,Positivo,0
mi experiencia con la atención fue todo salió perfecto,Positivo,0
la atención estuvo muy lento,Negativo,1
la verdad el producto fue muy bien logrado,Positivo,0
lamentablemente el trámite fue muy mal hecho,Negativo,1
lamentablemente la aplicación fue me fue mal,Negativo,1
mi experiencia con el producto fue me dejó satisfecho,Positivo,0
lamentablemente el sistema fue funciona terrible,Negativo,1
mi experiencia con el trámite fue muy deficiente,Negativo,1
en general la atención fue una pérdida de tiempo,Negativo,1
mi experiencia con el trámite fue me gustó mucho,Positivo,0
el trámite fue me decepcionó,Negativo,1
la aplicación fue no lo recomiendo,Negativo,1
en general la plataforma fue muy incumplido,Negativo,1
el trámite estuvo flojo,Negativo,1
la atención fue experiencia horrible,Negativo,1
en general la compra fue todo salió excelente,Positivo,0
el sistema estuvo cumple totalmente,Positivo,0
mi experiencia con la compra fue me sacó la piedra,Negativo,1
el servicio fue me dejó satisfecho,Positivo,0
la verdad el sistema fue cumple totalmente,Positivo,0
la verdad la atención fue me fue muy bien,Positivo,0
mi experiencia con el producto fue una porquería,Negativo,1
mi experiencia con el sistema fue excelente,Positivo,0
la compra estuvo me dejó aburrido,Negativo,1
en general la experiencia fue muy mala atención,Negativo,1
en general la atención fue muy regular,Negativo,1
la verdad el proceso fue vale la pena,Positivo,0
lamentablemente el sistema fue muy mala atención,Negativo,1
la verdad la aplicación fue me sorprendió,Positivo,0
la verdad el producto fue una maravilla,Positivo,0
la experiencia estuvo rápido y eficiente,Positivo,0
el proceso estuvo funciona perfecto,Positivo,0
la verdad el proceso fue me encantó,Positivo,0
lamentablemente el proceso fue muy malo,Negativo,1
mi experiencia con el trámite fue no cumplió,Negativo,1
la experiencia estuvo una pérdida de tiempo,Negativo,1
en general la experiencia fue me fue muy bien,Positivo,0
mi experiencia con la aplicación fue me dejó aburrido,Negativo,1
en general la atención fue muy buena atención,Positivo,0
lamentablemente el producto fue muy malo,Negativo,1
la plataforma fue no sirve,Negativo,1
en general el sistema fue me sorprendió,Positivo,0
la verdad la compra fue muy buena experiencia,Positivo,0
mi experiencia con la atención fue muy regular,Negativo,1
el proceso fue muy mala atención,Negativo,1
la verdad la atención fue me gustó mucho,Positivo,0
el trámite estuvo no lo recomiendo,Negativo,1
en general la experiencia fue mal atendido,Negativo,1
mi experiencia con el producto fue muy cumplido,Positivo,0
en general el trámite fue me gustó mucho,Positivo,0
mi experiencia con la compra fue genial,Positivo,0
en general la compra fue muy malo,Negativo,1
la atención estuvo no cumplió,Negativo,1
lamentablemente el producto fue me dejó inconforme,Negativo,1
la atención fue muy regular,Negativo,1
mi experiencia con el servicio fue me sorprendió,Positivo,0
el sistema estuvo funciona terrible,Negativo,1
la plataforma estuvo de primera,Positivo,0
la plataforma estuvo cumple totalmente,Positivo,0
el sistema estuvo me dejó satisfecho,Positivo,0
el servicio estuvo flojo,Negativo,1
lamentablemente la plataforma fue nada recomendable,Negativo,1
mi experiencia con la experiencia fue me fue mal,Negativo,1
en general el producto fue muy mal hecho,Negativo,1
en general el sistema fue me fue mal,Negativo,1
la atención fue muy bien logrado,Positivo,0
en general el producto fue muy incumplido,Negativo,1
la verdad la aplicación fue muy cumplido,Positivo,0
mi experiencia con el producto fue muy bien hecho,Positivo,0
mi experiencia con la aplicación fue mal atendido,Negativo,1
la plataforma estuvo vale la pena,Positivo,0
la verdad el proceso fue muy cumplido,Positivo,0
mi experiencia con la experiencia fue decepcionante,Negativo,1
mi experiencia con el trámite fue me encantó,Positivo,0
la verdad el trámite fue muy recomendado,Positivo,0
el sistema fue un desastre,Negativo,1
el trámite estuvo nada recomendable,Negativo,1
el sistema estuvo me dejó contento,Positivo,0
el servicio estuvo fatal,Negativo,1
mi experiencia con la aplicación fue muy mal hecho,Negativo,1
lamentablemente el trámite fue muy lento,Negativo,1
en general el trámite fue horrible,Negativo,1
en general la compra fue muy bien hecho,Positivo,0
la plataforma fue me gustó mucho,Positivo,0
el trámite fue muy lento,Negativo,1
la verdad el servicio fue genial,Positivo,0
la verdad la experiencia fue me dejó satisfecho,Positivo,0
el trámite fue muy bien hecho,Positivo,0
mi experiencia con la aplicación fue bacano,Positivo,0
en general el servicio fue nada recomendable,Negativo,1
mi experiencia con el proceso fue muy buena experiencia,Positivo,0
la plataforma estuvo malísimo,Negativo,1
la experiencia estuvo no sirve,Negativo,1
la compra fue funciona terrible,Negativo,1
mi experiencia con el producto fue rápido y eficiente,Positivo,0
en general el sistema fue fue un caos,Negativo,1
en general el producto fue funciona de maravilla,Positivo,0
en general el producto fue terrible,Negativo,1
en general la aplicación fue muy bien logrado,Positivo,0
mi experiencia con el sistema fue una porquería,Negativo,1
en general el servicio fue me decepcionó,Negativo,1
mi experiencia con la plataforma fue todo salió excelente,Positivo,0
el trámite fue fatal,Negativo,1
la experiencia fue excelente,Positivo,0
la compra fue pésimo,Negativo,1
la aplicación estuvo terrible,Negativo,1
lamentablemente la experiencia fue muy mal hecho,Negativo,1
la compra fue cumple totalmente,Positivo,0
la aplicación estuvo mal atendido,Negativo,1
la experiencia estuvo mala experiencia,Negativo,1
el proceso fue me pareció genial,Positivo,0
mi experiencia con la experiencia fue pésimo,Negativo,1
mi experiencia con la atención fue muy buena atención,Positivo,0
la plataforma estuvo super bacano,Positivo,0
en general el producto fue me decepcionó,Negativo,1
la verdad el sistema fue vale la pena,Positivo,0
lamentablemente el servicio fue mala experiencia,Negativo,1
el sistema fue funciona mal,Negativo,1
la verdad el servicio fue super bacano,Positivo,0
en general la aplicación fue muy recomendado,Positivo,0
la verdad la aplicación fue muy buena experiencia,Positivo,0
la compra estuvo genial,Positivo,0
en general el trámite fue una maravilla,Positivo,0
la compra fue fue un caos,Negativo,1
el trámite estuvo muy buena atención,Positivo,0
la verdad el trámite fue me fue muy bien,Positivo,0
el servicio fue cumple totalmente,Positivo,0
lamentablemente el producto fue muy incumplido,Negativo,1
la compra estuvo recomendadísimo,Positivo,0
lamentablemente la compra fue frustrante,Negativo,1
la verdad el producto fue me dejó satisfecho,Positivo,0
mi experiencia con la plataforma fue muy cumplido,Positivo,0
la verdad el servicio fue me gustó mucho,Positivo,0
mi experiencia con la compra fue muy cumplido,Positivo,0
lamentablemente el proceso fue no cumplió,Negativo,1
la verdad el proceso fue excelente,Positivo,0
la plataforma estuvo genial,Positivo,0
lamentablemente el producto fue decepcionante,Negativo,1
mi experiencia con la compra fue todo salió excelente,Positivo,0
en general la atención fue todo salió excelente,Positivo,0
la verdad la experiencia fue de lo mejor,Positivo,0
el servicio fue me pareció genial,Positivo,0
en general la compra fue una maravilla,Positivo,0
la aplicación estuvo todo salió bien,Positivo,0
la verdad la aplicación fue funciona de maravilla,Positivo,0
lamentablemente la compra fue un desastre,Negativo,1
la experiencia estuvo muy bien hecho,Positivo,0
mi experiencia con la experiencia fue me dejó satisfecho,Positivo,0
en general el trámite fue recomendadísimo,Positivo,0
mi experiencia con la atención fue muy malo,Negativo,1
la experiencia estuvo horrible,Negativo,1
la verdad el trámite fue recomendadísimo,Positivo,0
lamentablemente la plataforma fue frustrante,Negativo,1
el trámite fue funciona mal,Negativo,1
la aplicación estuvo me sacó la piedra,Negativo,1
la verdad la aplicación fue todo salió excelente,Positivo,0
mi experiencia con la compra fue excelente,Positivo,0
la verdad el proceso fue me pareció genial,Positivo,0
mi experiencia con el sistema fue malísimo,Negativo,1
la atención fue una chimba,Positivo,0
mi experiencia con la experiencia fue muy cumplido,Positivo,0
el proceso estuvo muy buena experiencia,Positivo,0
mi experiencia con la compra fue bacano,Positivo,0
el producto fue muy buena atención,Positivo,0
lamentablemente la aplicación fue muy incumplido,Negativo,1
mi experiencia con el producto fue muy deficiente,Negativo,1
el proceso estuvo excelente,Positivo,0
lamentablemente el producto fue experiencia horrible,Negativo,1
el sistema fue me decepcionó,Negativo,1
en general el proceso fue me dejó aburrido,Negativo,1
la verdad el trámite fue muy bueno,Positivo,0
la verdad el servicio fue muy bien logrado,Positivo,0
mi experiencia con la plataforma fue me fue muy bien,Positivo,0
mi experiencia con el sistema fue un desastre,Negativo,1
la atención estuvo quedé feliz,Positivo,0
mi experiencia con el sistema fue experiencia horrible,Negativo,1
la compra estuvo una maravilla,Positivo,0
la plataforma estuvo funciona terrible,Negativo,1
la verdad la plataforma fue una maravilla,Positivo,0
en general el proceso fue cumple totalmente,Positivo,0
la aplicación estuvo frustrante,Negativo,1
la atención estuvo mala experiencia,Negativo,1
mi experiencia con el producto fue una maravilla,Positivo,0
mi experiencia con el trámite fue horrible,Negativo,1
el servicio fue recomendadísimo,Positivo,0
la experiencia estuvo mal atendido,Negativo,1
mi experiencia con la atención fue me gustó mucho,Positivo,0
mi experiencia con la plataforma fue muy malo,Negativo,1
el trámite estuvo fue un caos,Negativo,1
lamentablemente la compra fue no cumplió,Negativo,1
lamentablemente el proceso fue fue un caos,Negativo,1
la compra estuvo muy deficiente,Negativo,1
en general la compra fue me sorprendió,Positivo,0
lamentablemente el servicio fue muy incumplido,Negativo,1
el producto fue todo salió bien,Positivo,0
mi experiencia con el producto fue fatal,Negativo,1
en general la aplicación fue me dejó aburrido,Negativo,1
la compra estuvo mala experiencia,Negativo,1
mi experiencia con la compra fue todo perfecto,Positivo,0
lamentablemente la atención fue funciona mal,Negativo,1
mi experiencia con el servicio fue malísimo,Negativo,1
el trámite fue me fue mal,Negativo,1
mi experiencia con la experiencia fue muy deficiente,Negativo,1
la verdad el sistema fue me dejó satisfecho,Positivo,0
el proceso estuvo funciona de maravilla,Positivo,0
mi experiencia con la atención fue una maravilla,Positivo,0
mi experiencia con el producto fue una chimba,Positivo,0
la verdad la plataforma fue recomendadísimo,Positivo,0
lamentablemente la plataforma fue decepcionante,Negativo,1
la atención estuvo super bacano,Positivo,0
la compra estuvo una chimba,Positivo,0
mi experiencia con el sistema fue funciona terrible,Negativo,1
la atención fue me gustó mucho,Positivo,0
el servicio estuvo no valió la pena,Negativo,1
en general la aplicación fue me encantó,Positivo,0
en general la aplicación fue todo perfecto,Positivo,0
el trámite fue no sirve,Negativo,1
mi experiencia con la experiencia fue horrible,Negativo,1
en general el servicio fue muy deficiente,Negativo,1
el servicio fue de primera,Positivo,0
lamentablemente el sistema fue nada recomendable,Negativo,1
la plataforma fue genial,Positivo,0
mi experiencia con la plataforma fue muy regular,Negativo,1
la compra fue muy deficiente,Negativo,1
lamentablemente la experiencia fue me fue mal,Negativo,1
el trámite estuvo malísimo,Negativo,1
la atención fue rápido y eficiente,Positivo,0
la verdad la experiencia fue me pareció genial,Positivo,0
el proceso fue una chimba,Positivo,0
mi experiencia con la plataforma fue funciona mal,Negativo,1
la aplicación fue me gustó mucho,Positivo,0
lamentablemente la atención fue muy deficiente,Negativo,1
lamentablemente el sistema fue muy malo,Negativo,1
mi experiencia con la plataforma fue me gustó mucho,Positivo,0
el sistema estuvo muy cumplido,Positivo,0
en general la compra fue me dejó inconforme,Negativo,1
mi experiencia con la experiencia fue una nota,Positivo,0
en general el proceso fue me pareció genial,Positivo,0
en general el sistema fue una pérdida de tiempo,Negativo,1
el sistema estuvo fue un caos,Negativo,1
mi experiencia con la plataforma fue muy satisfecho,Positivo,0
la compra estuvo muy buena experiencia,Positivo,0
el trámite fue muy incumplido,Negativo,1
el sistema estuvo todo salió bien,Positivo,0
mi experiencia con el servicio fue muy buena experiencia,Positivo,0
la verdad la aplicación fue me dejó satisfecho,Positivo,0
lamentablemente la experiencia fue muy desordenado,Negativo,1
el sistema estuvo muy buena atención,Positivo,0
la plataforma fue muy recomendado,Positivo,0
mi experiencia con el servicio fue mala experiencia,Negativo,1
el proceso fue bacano,Positivo,0
mi experiencia con el producto fue bacano,Positivo,0
la compra fue muy recomendado,Positivo,0
en general la experiencia fue frustrante,Negativo,1
el producto estuvo super bacano,Positivo,0
mi experiencia con la compra fue vale la pena,Positivo,0
la atención fue excelente,Positivo,0
el proceso estuvo muy desordenado,Negativo,1
mi experiencia con el proceso fue de primera,Positivo,0
lamentablemente la atención fue un desastre,Negativo,1
la plataforma estuvo rápido y eficiente,Positivo,0
la aplicación estuvo vale la pena,Positivo,0
el proceso fue me dejó inconforme,Negativo,1
en general el trámite fue terrible,Negativo,1
la aplicación fue muy cumplido,Positivo,0
lamentablemente la atención fue muy malo,Negativo,1
la aplicación estuvo fue un caos,Negativo,1
la verdad la compra fue me encantó,Positivo,0
el producto estuvo nada recomendable,Negativo,1
en general el producto fue me sorprendió,Positivo,0
lamentablemente el servicio fue me dejó aburrido,Negativo,1
en general la atención fue muy mal hecho,Negativo,1
el servicio estuvo me pareció genial,Positivo,0
el servicio fue no sirve,Negativo,1
el sistema fue mal atendido,Negativo,1
mi experiencia con el servicio fue muy regular,Negativo,1
en general la experiencia fue nada recomendable,Negativo,1
el sistema estuvo de lo mejor,Positivo,0
la compra fue horrible,Negativo,1
la experiencia estuvo me decepcionó,Negativo,1
mi experiencia con la aplicación fue funciona mal,Negativo,1
la verdad el servicio fue una nota,Positivo,0
en general el trámite fue funciona terrible,Negativo,1
la verdad el servicio fue recomendadísimo,Positivo,0
el sistema estuvo funciona de maravilla,Positivo,0
la atención estuvo malísimo,Negativo,1
en general la plataforma fue funciona perfecto,Positivo,0
en general la atención fue decepcionante,Negativo,1
la compra fue muy bueno,Positivo,0
mi experiencia con la plataforma fue un desastre,Negativo,1
mi experiencia con la experiencia fue una maravilla,Positivo,0
lamentablemente el proceso fue una porquería,Negativo,1
mi experiencia con el sistema fue todo salió bien,Positivo,0
la verdad la plataforma fue me encantó,Positivo,0
el proceso estuvo funciona terrible,Negativo,1
el sistema fue fatal,Negativo,1
la atención estuvo muy cumplido,Positivo,0
la compra fue me pareció genial,Positivo,0
la verdad el producto fue una nota,Positivo,0
mi experiencia con el producto fue mal atendido,Negativo,1
la atención fue mala experiencia,Negativo,1
en general la plataforma fue no valió la pena,Negativo,1
la atención estuvo todo salió excelente,Positivo,0
en general la atención fue super bacano,Positivo,0
mi experiencia con el producto fue muy buena atención,Positivo,0
la verdad la atención fue todo salió excelente,Positivo,0
la plataforma estuvo muy malo,Negativo,1
mi experiencia con la plataforma fue mala experiencia,Negativo,1
la experiencia fue me decepcionó,Negativo,1
mi experiencia con el sistema fue me encantó,Positivo,0
el proceso fue genial,Positivo,0
mi experiencia con la atención fue frustrante,Negativo,1
el proceso fue todo salió perfecto,Positivo,0
la compra estuvo vale la pena,Positivo,0
lamentablemente el sistema fue fue un caos,Negativo,1
la atención estuvo flojo,Negativo,1
la verdad la plataforma fue de lo mejor,Positivo,0
el servicio estuvo mal atendido,Negativo,1
el servicio estuvo cumple totalmente,Positivo,0
en general el proceso fue no sirve,Negativo,1
en general el proceso fue muy lento,Negativo,1
mi experiencia con el trámite fue una porquería,Negativo,1
la plataforma fue muy buena experiencia,Positivo,0
la verdad el servicio fue excelente,Positivo,0
la verdad el sistema fue todo salió perfecto,Positivo,0
la verdad el sistema fue quedé feliz,Positivo,0
el proceso fue me decepcionó,Negativo,1
mi experiencia con la experiencia fue funciona de maravilla,Positivo,0
en general el trámite fue experiencia horrible,Negativo,1
mi experiencia con la experiencia fue rápido y eficiente,Positivo,0
en general el proceso fue una pérdida de tiempo,Negativo,1
en general la compra fue super bacano,Positivo,0
la verdad la aplicación fue excelente,Positivo,0
en general la plataforma fue fatal,Negativo,1
en general el sistema fue mal atendido,Negativo,1
mi experiencia con el proceso fue muy bien logrado,Positivo,0
lamentablemente el producto fue no valió la pena,Negativo,1
mi experiencia con la atención fue funciona mal,Negativo,1
en general la experiencia fue de lo mejor,Positivo,0
en general la experiencia fue un desastre,Negativo,1
lamentablemente el sistema fue me fue mal,Negativo,1
la verdad el proceso fue funciona de maravilla,Positivo,0
en general la aplicación fue muy deficiente,Negativo,1
mi experiencia con la experiencia fue mal atendido,Negativo,1
el sistema fue me sacó la piedra,Negativo,1
el servicio fue me decepcionó,Negativo,1
la verdad la compra fue muy buena atención,Positivo,0
en general el producto fue funciona perfecto,Positivo,0
la aplicación fue una porquería,Negativo,1
en general la atención fue me encantó,Positivo,0
en general la compra fue recomendadísimo,Positivo,0
el trámite estuvo me encantó,Positivo,0
lamentablemente la compra fue no lo recomiendo,Negativo,1
la verdad el servicio fue muy bueno,Positivo,0
lamentablemente la atención fue muy desordenado,Negativo,1
la atención estuvo me dejó satisfecho,Positivo,0
la verdad la compra fue una chimba,Positivo,0
en general la experiencia fue muy bien hecho,Positivo,0
en general el proceso fue pésimo,Negativo,1
el servicio fue quedé feliz,Positivo,0
mi experiencia con el servicio fue me dejó inconforme,Negativo,1
en general el servicio fue me dejó satisfecho,Positivo,0
el servicio estuvo me dejó contento,Positivo,0
en general el servicio fue decepcionante,Negativo,1
en general la plataforma fue funciona terrible,Negativo,1
lamentablemente el proceso fue mala experiencia,Negativo,1
mi experiencia con el trámite fue muy cumplido,Positivo,0
lamentablemente la compra fue mal atendido,Negativo,1
en general la compra fue no lo recomiendo,Negativo,1
lamentablemente la plataforma fue flojo,Negativo,1
mi experiencia con el proceso fue super bacano,Positivo,0
el servicio fue muy bien logrado,Positivo,0
en general la atención fue un desastre,Negativo,1
en general el proceso fue funciona mal,Negativo,1
mi experiencia con la aplicación fue mala experiencia,Negativo,1
la aplicación estuvo me fue mal,Negativo,1
el proceso estuvo me fue mal,Negativo,1
el producto estuvo flojo,Negativo,1
en general el sistema fue muy mala atención,Negativo,1
en general el producto fue me fue muy bien,Positivo,0
en general el producto fue no valió la pena,Negativo,1
lamentablemente la compra fue muy lento,Negativo,1
mi experiencia con el trámite fue rápido y eficiente,Positivo,0
lamentablemente la atención fue muy incumplido,Negativo,1
el producto estuvo de primera,Positivo,0
lamentablemente la atención fue no valió la pena,Negativo,1
mi experiencia con la aplicación fue una porquería,Negativo,1
el trámite fue fue un caos,Negativo,1
la verdad la plataforma fue excelente,Positivo,0
la experiencia fue muy mala atención,Negativo,1
mi experiencia con la compra fue un desastre,Negativo,1
el proceso estuvo bacano,Positivo,0
el producto estuvo pésimo,Negativo,1
mi experiencia con el proceso fue muy cumplido,Positivo,0
la verdad la atención fue muy recomendado,Positivo,0
la verdad el sistema fue muy bien hecho,Positivo,0
en general la aplicación fue no lo recomiendo,Negativo,1
la verdad la aplicación fue me encantó,Positivo,0
en general la experiencia fue muy deficiente,Negativo,1
el sistema fue una chimba,Positivo,0
mi experiencia con el trámite fue muy regular,Negativo,1
en general la atención fue muy deficiente,Negativo,1
lamentablemente la aplicación fue fatal,Negativo,1
en general la aplicación fue muy buena atención,Positivo,0
en general la plataforma fue terrible,Negativo,1
lamentablemente la compra fue me decepcionó,Negativo,1
la verdad la aplicación fue muy bien logrado,Positivo,0
la atención estuvo funciona terrible,Negativo,1
en general la aplicación fue un desastre,Negativo,1
la verdad la compra fue muy bien logrado,Positivo,0
la verdad la atención fue muy buena experiencia,Positivo,0
el servicio estuvo todo perfecto,Positivo,0
el sistema fue una nota,Positivo,0
el proceso fue muy buena atención,Positivo,0
en general el trámite fue muy recomendado,Positivo,0
mi experiencia con la experiencia fue vale la pena,Positivo,0
la verdad el producto fue rápido y eficiente,Positivo,0
lamentablemente el proceso fue mal atendido,Negativo,1
mi experiencia con el producto fue mala experiencia,Negativo,1
el producto estuvo muy regular,Negativo,1
la experiencia fue me pareció genial,Positivo,0
en general el producto fue una porquería,Negativo,1
el sistema estuvo nada recomendable,Negativo,1
el proceso estuvo nada recomendable,Negativo,1
en general la aplicación fue decepcionante,Negativo,1
mi experiencia con el producto fue funciona mal,Negativo,1
mi experiencia con la atención fue malísimo,Negativo,1
en general el servicio fue un desastre,Negativo,1
mi experiencia con la compra fue de lo mejor,Positivo,0
la experiencia fue funciona mal,Negativo,1
la experiencia fue me dejó aburrido,Negativo,1
la atención fue de lo mejor,Positivo,0
la verdad el sistema fue de lo mejor,Positivo,0
el trámite estuvo me gustó mucho,Positivo,0
el producto estuvo bacano,Positivo,0
la plataforma fue muy mala atención,Negativo,1
mi experiencia con el servicio fue muy mal hecho,Negativo,1
la verdad la plataforma fue una nota,Positivo,0
en general la experiencia fue funciona perfecto,Positivo,0
mi experiencia con la aplicación fue recomendadísimo,Positivo,0
en general la experiencia fue muy desordenado,Negativo,1
en general la compra fue muy mal hecho,Negativo,1
lamentablemente el producto fue horrible,Negativo,1
la experiencia estuvo muy recomendado,Positivo,0
la verdad la atención fue una nota,Positivo,0
mi experiencia con el proceso fue malísimo,Negativo,1
mi experiencia con el proceso fue todo salió excelente,Positivo,0
el trámite fue bacano,Positivo,0
el producto fue de primera,Positivo,0
mi experiencia con la experiencia fue muy buena atención,Positivo,0
mi experiencia con el producto fue flojo,Negativo,1
la verdad el proceso fue todo salió bien,Positivo,0
mi experiencia con el trámite fue funciona mal,Negativo,1
mi experiencia con el producto fue me fue mal,Negativo,1
mi experiencia con la experiencia fue muy bien hecho,Positivo,0
la verdad el trámite fue de lo mejor,Positivo,0
mi experiencia con la atención fue muy incumplido,Negativo,1
el servicio fue flojo,Negativo,1
en general la atención fue de lo mejor,Positivo,0
la experiencia estuvo me dejó satisfecho,Positivo,0
mi experiencia con la compra fue funciona mal,Negativo,1
el servicio estuvo no lo recomiendo,Negativo,1
mi experiencia con la atención fue un desastre,Negativo,1
mi experiencia con el proceso fue horrible,Negativo,1
en general el sistema fue una maravilla,Positivo,0
lamentablemente la compra fue me fue mal,Negativo,1
el trámite estuvo muy cumplido,Positivo,0
el trámite fue muy cumplido,Positivo,0
la aplicación fue me pareció genial,Positivo,0
la aplicación fue no valió la pena,Negativo,1
el servicio estuvo me fue mal,Negativo,1
en general el sistema fue experiencia horrible,Negativo,1
la aplicación fue todo salió excelente,Positivo,0
la aplicación fue excelente,Positivo,0
la aplicación estuvo muy bien hecho,Positivo,0
el trámite estuvo horrible,Negativo,1
mi experiencia con el servicio fue decepcionante,Negativo,1
la verdad el servicio fue me sorprendió,Positivo,0
la plataforma fue funciona terrible,Negativo,1
mi experiencia con el sistema fue muy mal hecho,Negativo,1
el servicio fue una nota,Positivo,0
el servicio fue experiencia horrible,Negativo,1
en general el proceso fue todo salió bien,Positivo,0
mi experiencia con la experiencia fue no valió la pena,Negativo,1
la plataforma estuvo no sirve,Negativo,1
la aplicación fue muy bueno,Positivo,0
en general el producto fue no lo recomiendo,Negativo,1
el proceso fue recomendadísimo,Positivo,0
en general la aplicación fue funciona de maravilla,Positivo,0
